CIPFamily,CIPCode,Action,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
40,40.0404,No substantive changes,no,Meteorology.,"A program that focuses on the scientific study of the prediction of atmospheric motion and climate change.  Includes instruction in general circulation patterns, weather phenomena, atmospheric predictability, parameterization, numerical and statistical analysis, large- and mesoscale phenomena, kinematic structures, precipitation processes, and forecasting techniques.",,
40,40.0499,No substantive changes,no,"Atmospheric Sciences and Meteorology, Other.",Any instructional program in atmospheric sciences and meteorology not listed above.,,
40,40.05,No substantive changes,no,Chemistry.,Instructional content for this group of programs is defined in codes 40.0501 - 40.0599.,,
40,40.0501,No substantive changes,no,"Chemistry, General.","A general program that focuses on the scientific study of the composition and behavior of matter, including its micro- and macro-structure, the processes of chemical change, and the theoretical description and laboratory simulation of these phenomena.",14.0701 - Chemical Engineering.,
40,40.0502,No substantive changes,no,Analytical Chemistry.,"A program that focuses on the scientific study of techniques for analyzing and describing matter, including its precise composition and the interrelationships of constituent elements and compounds.  Includes instruction in spectroscopy, chromatography, atomic absorption, photometry, chemical modeling, mathematical analysis, laboratory analysis procedures and equipment maintenance, and applications to specific research, industrial and health problems.",,
40,40.0503,No substantive changes,no,Inorganic Chemistry.,"A program that focuses on the scientific study of the elements and their compounds, other than the hydrocarbons and their derivatives.  Includes instruction in the characterization and synthesis of non-carbon molecules, including their structure and their bonding, conductivity, and reactive properties; research techniques such as spectroscopy, X-ray diffraction, and photoelectron analysis; and the study of specific compounds, such as transition metals, and compounds composed of inorganic and organic molecules.",,
40,40.0504,No substantive changes,no,Organic Chemistry.,"A program that focuses on the scientific study of the properties and behavior of hydrocarbon compounds and their derivatives. Includes instruction in molecular conversion and synthesis, molecular synthesis and design, the molecular structure of living cells and systems, the mutual reactivity of organic and inorganic compounds in combination, the spectroscopic analysis of hydrocarbon compounds, and applications to specific problems in research, industry, and health.",,
40,40.0506,No substantive changes,no,Physical Chemistry.,"A program that focuses on the scientific study of understanding and predicting the behavior of chemical systems ranging from nuclear particles to atoms, molecules, clusters, biological materials and macroscopic assemblies.  Includes instruction in quantum mechanics, spectroscopy, thermodynamics, statistical mechanics, reaction dynamics, group theory, collision theory, and polymer science.",,
40,40.0507,No substantive changes,no,Polymer Chemistry.,"A program that focuses on the scientific study of synthesized macromolecules and their interactions with other substances.  Includes instruction in molecular bonding theory, polymerization, properties and behavior of unstable compounds, the development of tailored polymers, transition phenomena, and applications to specific industrial problems and technologies.",14.3201 - Polymer/Plastics Engineering.,
40,40.0508,No substantive changes,no,Chemical Physics.,"A program that focuses on the scientific study of structural phenomena combining the disciplines of physical chemistry and atomic/molecular physics. Includes instruction in heterogeneous structures, alignment and surface phenomena, quantum theory, mathematical physics, statistical and classical mechanics, chemical kinetics, and laser physics.",,
40,40.0509,No substantive changes,no,Environmental Chemistry.,"A program that focuses on the scientific study of natural systems (air, water, and soil) through the use of chemical techniques and instrumentation, with an emphasis on the movement and fate of pollutants and chemical aspects of contaminant remediation. Includes instruction in analytical, inorganic, organic, and physical chemistry; aquatic, soil, and atmospheric chemistry; environmental engineering; environmental toxicology; and analytical methods.",,
40,40.0510,No substantive changes,no,Forensic Chemistry.,"A program that focuses on the application of chemical techniques and instrumentation to the analysis and evaluation of physical evidence to aid in criminal investigations. Includes instruction in analytical, inorganic, organic, and physical chemistry; biochemistry; forensic toxicology; instrumental analysis; crime scene processing; criminal investigation; forensic laboratory technology; and applicable law.",43.0406 - Forensic Science and Technology.,
40,40.0511,No substantive changes,no,Theoretical Chemistry.,"A program that focuses on the study of mathematical and computational methods and fundamental laws of physics to describe chemical phenomena and to develop empirical models of molecules and their interactions. Includes instruction in properties of small, isolated molecules; dynamics of elementary chemical processes; reaction pathways of organic molecules; hydrogen bonding patterns in liquids; reaction rates of biological pathways; and advanced computational techniques.",40.0512 - Cheminformatics/Chemistry Informatics.,
40,40.0512,New,no,Cheminformatics/Chemistry Informatics.,"A program that focuses on applying computer science approaches in the representation, analysis, design, and modeling of chemical structures and associated metadata, such as biological activity endpoints and physicochemical properties. Includes instruction in chemical information technology, computational chemistry, computer science, database design, molecular modeling, scientific computing, and statistics.",,Examples: - Computational Chemistry
40,40.0599,No substantive changes,no,"Chemistry, Other.",Any instructional program in chemistry not listed above.,,
40,40.06,No substantive changes,no,Geological and Earth Sciences/Geosciences.,Instructional content for this group of programs is defined in codes 40.0601 - 40.0699.,,
40,40.0601,No substantive changes,no,"Geology/Earth Science, General.","A program that focuses on the scientific study of the earth; the forces acting upon it; and the behavior of the solids, liquids and gases comprising it.  Includes instruction in historical geology, geomorphology, and sedimentology, the chemistry of rocks and soils, stratigraphy, mineralogy, petrology, geostatistics, volcanology, glaciology, geophysical principles, and applications to research and industrial problems.",14.3901 - Geological/Geophysical Engineering.,
40,40.0602,No substantive changes,no,Geochemistry.,"A program that focuses on the scientific study of the chemical properties and behavior of the silicates and other substances forming, and formed by geomorphological processes of the earth and other planets.  Includes instruction in chemical thermodynamics, equilibrium in silicate systems, atomic bonding, isotopic fractionation, geochemical modeling, specimen analysis, and studies of specific organic and inorganic substances.",,
40,40.0603,No substantive changes,no,Geophysics and Seismology.,"A program that focuses on the scientific study of the physics of solids and its application to the study of the earth and other planets.  Includes instruction in gravimetric, seismology, earthquake forecasting, magnetrometry, electrical properties of solid bodies, plate tectonics, active deformation, thermodynamics, remote sensing, geodesy, and laboratory simulations of geological processes.",,
40,40.0604,No substantive changes,no,Paleontology.,"A program that focuses on the scientific study of extinct life forms and associated fossil remains, and the reconstruction and analysis of ancient life forms, ecosystems, and geologic processes. Includes instruction in sedimentation and fossilization processes, fossil chemistry, evolutionary biology, paleoecology, paleoclimatology, trace fossils, micropaleontology, invertebrate paleontology, vertebrate paleontology, paleobotany, field research methods, and laboratory research and conservation methods.",,
40,40.0605,No substantive changes,no,Hydrology and Water Resources Science.,"A program that focuses on the scientific study of the occurrence, circulation, distribution, chemical and physical properties, and environmental interaction of surface and subsurface waters, including groundwater.  Includes instruction in geophysics, thermodynamics, fluid mechanics, chemical physics, geomorphology, mathematical modeling, hydrologic analysis, continental water processes, global water balance, and environmental science.","14.0805 - Water Resources Engineering., 03.0205 - Water, Wetlands, and Marine Resources Management.",Examples: - Hydrogeology
40,40.0606,No substantive changes,no,Geochemistry and Petrology.,"A program that focuses on the scientific study of the igneous, metamorphic, and hydrothermal processes within the earth and the mineral, fluid, rock, and ore deposits resulting from them.  Includes instruction in mineralogy, crystallography, petrology, volcanology, economic geology, meteoritics, geochemical reactions, deposition, compound transformation, core studies, theoretical geochemistry, computer applications, and laboratory studies.",,
40,40.0607,No substantive changes,no,"Oceanography, Chemical and Physical.","A program that focuses on the scientific study of the chemical components, mechanisms, structure, and movement of ocean waters and their interaction with terrestrial and atmospheric phenomena.  Includes instruction in material inputs and outputs, chemical and biochemical transformations in marine systems, equilibria studies, inorganic and organic ocean chemistry, oceanographic processes, sediment transport, zone processes, circulation, mixing, tidal movements, wave properties, and seawater properties.",26.1302 - Marine Biology and Biological Oceanography.,
40,40.0699,No substantive changes,no,"Geological and Earth Sciences/Geosciences, Other.",Any instructional program in geological and related sciences not listed above.,,"Examples: - Geodetics, - Geodesy"
40,40.08,No substantive changes,no,Physics.,Instructional content for this group of programs is defined in codes 40.0801 - 40.0899.,,
40,40.0801,No substantive changes,no,"Physics, General.","A general program that focuses on the scientific study of matter and energy, and the formulation and testing of the laws governing the behavior of the matter-energy continuum.  Includes instruction in classical and modern physics, electricity and magnetism, thermodynamics, mechanics, wave properties, nuclear processes, relativity and quantum theory, quantitative methods, and laboratory methods.",14.1201 - Engineering Physics/Applied Physics.,
40,40.0802,No substantive changes,no,Atomic/Molecular Physics.,"A program that focuses on the scientific study of the behavior of matter-energy phenomena at the level of atoms and molecules. Includes instruction in chemical physics, atomic forces and structure, molecular orbital theory, magnetic resonance, molecular bonding, phase equilibria, quantum theory of solids, and applications to the study of specific elements and higher compounds.",,
40,40.0804,No substantive changes,no,Elementary Particle Physics.,"A program that focuses on the scientific study of the basic constituents of sub-atomic matter and energy, and the forces governing fundamental processes.  Includes instruction in quantum theory, field theory, single-particle systems, perturbation and scattering theory, matter-radiation interaction, symmetry, quarks, capture, Schroedinger mechanics, methods for detecting particle emission and absorption, and research equipment operation and maintenance.",,
40,40.0805,No substantive changes,no,Plasma and High-Temperature Physics.,"A program that focuses on the scientific study of properties and behavior of matter at high temperatures, such that molecular and atomic structures are in a disassociated ionic or electronic state.  Includes instruction in magnetohydrodynamics, free electron phenomena, fusion theory, electromagnetic fields and dynamics, plasma and non-linear wave theory, instability theory, plasma shock phenomena, quantitative modeling, and research equipment operation and maintenance.",,
40,40.0806,No substantive changes,no,Nuclear Physics.,"A program that focuses on the scientific study of the properties and behavior of atomic nuclei.  Includes instruction in nuclear reaction theory, quantum mechanics, energy conservation, nuclear fission and fusion, strong and weak forces, nuclear modeling, nuclear decay, nucleon scattering, pairing, photon and electron reactions, the physics of nuclear effects, statistical methods, and research equipment operation and maintenance.",14.2301 - Nuclear Engineering.,Examples: - Nuclear Effects
40,40.0807,No substantive changes,no,Optics/Optical Sciences.,"A program that focuses on the scientific study of light energy, including its structure, properties and behavior under different conditions.  Includes instruction in wave theory, wave mechanics, electromagnetic theory, physical optics, geometric optics, quantum theory of light, photon detecting, laser theory, wall and beam properties, chaotic light, non-linear optics, harmonic generation, optical systems theory, and applications to engineering problems.",14.1003 - Laser and Optical Engineering.,"Examples: - Electro-Optics, - Atmospheric and Space Optics"
40,40.0808,No substantive changes,no,Condensed Matter and Materials Physics.,"A program that focuses on the scientific study of macroscopic physical phenomena and properties that arise from basic microscopic interactions.  Includes instruction in low-temperature and solid-state physics, x-ray physics, liquids and soft materials, including the study of semiconductors, metals, superliquids, magnets, superconductors, glasses, gels, polymers, colloids, neural networks, and macromolecules.",,
40,40.0809,No substantive changes,no,Acoustics.,"A program that focuses on the scientific study of sound, and the properties and behavior of acoustic wave phenomena under different conditions.  Includes instruction in wave theory, the acoustic wave equation, energy transformation, vibration phenomena, sound reflection and transmission, scattering and surface wave phenomena, singularity expansion theory, ducting, and applications to specific research problems such as underwater acoustics, crystallography, and health diagnostics.",,
40,40.0810,No substantive changes,no,Theoretical and Mathematical Physics.,"A program that focuses on the scientific and mathematical formulation and evaluation of the physical laws governing, and models describing, matter-energy phenomena, and the analysis of related experimental designs and results.  Includes instruction in classical and quantum theory, relativity theory, field theory, mathematics of infinite series, vector and coordinate analysis, wave and particle theory, advanced applied calculus and geometry, analyses of continuum, cosmology, and statistical theory and analysis.",,
40,40.0899,No substantive changes,no,"Physics, Other.",Any instructional program in physics not listed above.,,Examples: - Electrodynamics
40,40.10,No substantive changes,no,Materials Sciences.,Instructional content for this group of programs is defined in codes 40.1001 - 40.1099.,,
40,40.1001,No substantive changes,no,Materials Science.,"A program that focuses on the general application of mathematical and scientific principles to the analysis and evaluation of the characteristics and behavior of solids, including internal structure, chemical properties, transport and energy flow properties, thermodynamics of solids, stress and failure factors, chemical transformation states and processes, compound materials, and research on industrial applications of specific materials.","14.1801 - Materials Engineering., 40.1002 - Materials Chemistry.","Examples: - Mechanical Properties of Materials, - Structural Materials, - Electronic and Optical Materials, - Biomaterials, - Materials Theory, - Surface Technology"
40,40.1002,No substantive changes,no,Materials Chemistry.,"A program that focuses on the synthesis and study of organic or inorganic materials and their electronic, magnetic, optical or mechanical properties. Includes instruction in advanced materials for photonics, lasers, chemical sensors and arrays or nanochemistry; semiconductor nanowires; and molecular electronics.","14.1801 - Materials Engineering., 40.1001 - Materials Science.",
40,40.1099,No substantive changes,no,"Materials Sciences, Other.",Any instructional program in materials sciences not listed above.,,
40,40.11,New,no,Physics and Astronomy.,Instructional content is defined in code 40.1101.,,
40,40.1101,New,no,Physics and Astronomy.,"A program that focuses on the scientific study of the theories that explain the fundamental structure of our world and the universe and which draws from physics and astronomy. Includes instruction in astronomy, calculus, cosmology, differential equations, electricity, magnetism, data analysis, physics, quantum mechanics, space science, spectroscopy, and thermal physics.",40.0202 - Astrophysics.,
40,40.99,No substantive changes,no,"Physical Sciences, Other.",Instructional content is defined in code 40.9999.,,
40,40.9999,No substantive changes,no,"Physical Sciences, Other.",Any instructional program in physical sciences not listed above.,,
41,41,No substantive changes,no,SCIENCE TECHNOLOGIES/TECHNICIANS.,Instructional programs that prepare individuals to apply scientific principles and technical skills in support of scientific research and development.,,
41,41.00,No substantive changes,no,"Science Technologies/Technicians, General.",Instructional content is defined in code 41.0000.,,
41,41.0000,No substantive changes,no,"Science Technologies/Technicians, General.","A general program that prepares individuals to apply scientific principles and technical skills in support of scientific research and development. Includes instruction in standard laboratory practices and procedures; techniques for analysis, testing and inspection; laboratory instrumentation and equipment operation and maintenance; laboratory and materials handling safety; and computer applications.",,Examples: - Science Laboratory Technology
41,41.01,No substantive changes,yes,Biology/Biotechnology Technologies/Technicians.,Instructional content is defined in code 41.0101.,,
41,41.0101,No substantive changes,yes,Biology/Biotechnology Technology/Technician.,"A program that prepares individuals to apply scientific principles and technical skills in support of biologists and biotechnologists in research, industrial, and government settings.  Includes instruction in fermentation technology, cell culturing, protein purification, biologic synthesis, assaying and testing, quality control, industrial microbiology, bioprocessing, chromatography and bioseparation, genetic technology, laboratory and hazardous materials safety, and computer applications.",51.1004 - Clinical/Medical Laboratory Technician.,"Examples: - Biotechnology Laboratory Technician, - Biology Laboratory Technician"
41,41.02,No substantive changes,no,Nuclear and Industrial Radiologic Technologies/Technicians.,Instructional content for this group of programs is defined in codes 41.0204 - 41.0299.,,
41,41.0204,No substantive changes,no,Industrial Radiologic Technology/Technician.,"A program that prepares individuals to apply scientific principles and technical skills to the operation of industrial and research testing equipment using radioisotopes.  Includes instruction in x-ray analysis of materials, nondestructive testing and inspection of materials, and continuous measurement of paper or metal thickness.",,
41,41.0205,No substantive changes,no,Nuclear/Nuclear Power Technology/Technician.,"A program that prepares individuals to apply scientific principles and technical skills in support of research scientists and operating engineers engaged in the running of nuclear reactors, and in nuclear materials processing and disposal.  Includes instruction in basic nuclear physics and nuclear engineering, monitoring and safety procedures, radioactive materials handling and disposal, equipment maintenance and operation, and record keeping.",,
41,41.0299,No substantive changes,no,"Nuclear and Industrial Radiologic Technologies/Technicians, Other.",Any instructional program in nuclear and industrial radiologic technologies not listed above.,,
41,41.03,No substantive changes,no,Physical Science Technologies/Technicians.,Instructional content for this group of programs is defined in codes 41.0301 - 41.0399.,,
41,41.0301,No substantive changes,no,Chemical Technology/Technician.,"A program that prepares individuals to apply scientific principles and technical skills in support of chemical and biochemical research and industrial operations.  Includes instruction in principles of chemistry and biochemistry, technical mathematics, computer applications, radiochemistry, industrial biochemistry, chemical instrumentation, physical chemistry, laboratory research methods, industrial processing methods and equipment, and test equipment operation and maintenance.",,
41,41.0303,No substantive changes,no,Chemical Process Technology.,"A program that prepares individuals to apply scientific principles and technical skills to the operation of chemical processing equipment in industries such as chemical manufacturing, petroleum refining, pharmaceutical manufacturing, and waste water treatment. Includes instruction in mathematics, chemistry, and physics; computer applications; chemical and refinery plant operations, processes, and equipment; safety, health, and environment; instrumentation; troubleshooting; and applications to specific industries.",,Examples: - Chemical Process Technology
41,41.0399,No substantive changes,no,"Physical Science Technologies/Technicians, Other.",Any instructional program in physical science technologies not listed above.,,
41,41.99,No substantive changes,no,"Science Technologies/Technicians, Other.",Instructional content is defined in code 41.9999.,,
41,41.9999,No substantive changes,no,"Science Technologies/Technicians, Other.",Any instructional program in science technologies not listed above.,,
42,42,No substantive changes,no,PSYCHOLOGY.,"Instructional programs that focus on the scientific study of the behavior of individuals, independently or collectively, and the physical and environmental bases of mental, emotional, and neurological activity.",,
42,42.01,No substantive changes,no,"Psychology, General.",Instructional content is defined in code 42.0101.,,
42,42.0101,No substantive changes,no,"Psychology, General.","A general program that focuses on the scientific study of individual and collective behavior, the physical and environmental bases of behavior, and the analysis and treatment of behavior problems and disorders.  Includes instruction in the principles of the various subfields of psychology, research methods, and psychological assessment and testing methods.",30.1701 - Behavioral Sciences.,
42,42.27,No substantive changes,no,Research and Experimental Psychology.,Instructional content for this group of programs is defined in codes 42.2701 - 42.2799.,,
42,42.2701,No substantive changes,no,Cognitive Psychology and Psycholinguistics.,"A program that focuses on the scientific study of the mechanisms and processes of learning and thinking, and associated information encoding, decoding, processing and transmitting systems.  Includes instruction in theories of cognition and intelligence; studies of cognitive processes such as memory, sensation, perception, pattern recognition, problem solving, and conceptual thinking; cybernetics; psycholinguistics; and the study of biological and social communications mechanisms and processes.",,
42,42.2702,No substantive changes,no,Comparative Psychology.,"A program that focuses on the behavior of members of particular species or groups and the relationship of the behaviors of the species or group to their evolutionary origins.  Includes instruction in differential psychology, experimental and physiological psychology, psychopharmacology, psychology of individual differences, reinforcement theory, and neurophysiology.",,
42,42.2703,No substantive changes,yes,Developmental and Child Psychology.,"A program that focuses on the scientific study of the unique stages of psychological growth and development of individuals from infancy through childhood. Includes instruction in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behavior, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behavior therapy, and the psychology of aging.",19.0706 - Child Development.,"Examples: - Child Psychology, - Lifespan Development"
42,42.2704,No substantive changes,no,Experimental Psychology.,"A program that focuses on the scientific study of behavior under experimental conditions and the analysis of controlled behavioral responses.  Includes instruction in learning theory, research design and experimental methods, psychological measurement, statistical design and methods, analysis of cognitive and behavioral variables, and the conduct of specialized and large-scale studies.",,
42,42.2705,No substantive changes,no,Personality Psychology.,"A program that focuses on the unique organization of fairly permanent characteristics that set the individual apart from other individuals and, at the same time, determine how others respond to that individual.   Includes instruction in Freudian, Skinnerian, Rogerian, and Ellisonian psychology; neo-Freudian psychology; psychological systems, neurophysiology, and psychopharmacology.",,
42,42.2706,No substantive changes,yes,Behavioral Neuroscience.,"A program that focuses on the scientific study of the biological bases of behavior and psychological functioning, and their application to experimental and therapeutic research problems.  Includes instruction in functional neuroanatomy, neural system development, biochemical neural regulatory mechanisms, neurological biophysics, memory storage and retrieval, physiology of cognition and perception, physiological bases of psychopathology and behavioral disorders, psychopharmacology, comparative psychobiology, molecular and cellular neuroscience, brain science, anatomy and physiology of the central nervous system, and specialized experimental design and research methods.","30.1701 - Behavioral Sciences., 26.1501 - Neuroscience., 30.1001 - Biopsychology., 26.1504 - Neurobiology and Behavior.","Examples: - Physiological Psychology, - Psychobiology"
42,42.2707,No substantive changes,no,Social Psychology.,"A program that focuses on the scientific study of individual behavior in group contexts, group behavior, and associated phenomena.  Includes instruction in social learning theory, group theory and dynamics, sex roles, social cognition and inference, attribution theory, attitude formation, criminal behavior and other social pathologies, altruistic behavior, social development, and social ecology.",,
42,42.2708,No substantive changes,no,Psychometrics and Quantitative Psychology.,A program that focuses on the mathematical and statistical procedures used in psychological test construction and validation; the general problems of the measurement of behavior; and the application of quantitative methods to research design and other methodological topics.,,
42,42.2709,No substantive changes,no,Psychopharmacology.,"A program that focuses on the study of the behavioral effects of medications, drugs, nutrients, and chemicals (including natural and artificial toxins) in laboratory and clinical settings.  Includes instruction in pharmacology, behavioral toxicology and pharmacology, neuroscience, physiology, clinical psychopharmacology, substance abuse treatments and antidotes, neurochemical mechanisms, epidemiology of chemicals and substances, biochemical interactions, and psychoactive drugs.",,
42,42.2710,New,no,Developmental and Adolescent Psychology.,"A program that focuses on the scientific study of the unique stages of psychological growth and development of individuals from adolescence to adulthood. Includes instruction in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behavior, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behavior therapy, and the psychology of aging.",,Examples: - Adolescent Development
42,42.2799,No substantive changes,no,"Research and Experimental Psychology, Other.",Any instructional program in research and experimental psychology not listed above.,,
42,42.28,No substantive changes,no,"Clinical, Counseling and Applied Psychology.",Instructional content for this group of programs is defined in codes 42.2801 - 42.2899. These CIP codes are not valid for IPEDS reporting.,,
42,42.2801,No substantive changes,no,Clinical Psychology.,"A program that prepares individuals for the independent professional practice of clinical psychology, involving the analysis, diagnosis, and clinical treatment of psychological disorders and behavioral pathologies.  Includes instruction in clinical assessment and diagnosis, personality appraisal, psychopathology, clinical psychopharmacology, behavior modification, therapeutic intervention skills, patient interviewing, personalized and group therapy, child and adolescent therapy, cognitive and behavioral therapy, supervised clinical practice, ethical standards, and applicable regulations.",,
42,42.2802,No substantive changes,no,Community Psychology.,"A program that prepares individuals to apply psychological principles to the analysis of social problems, and the implementation of intervention strategies for addressing these problems.  Includes instruction in social ecology, primary and secondary prevention of social pathologies, social intervention strategies and tactics, large group counseling, social services systems behavior, creating settings, cultural stress, and the dynamics of social change.",,
42,42.2803,No substantive changes,no,Counseling Psychology.,"A program that prepares individuals for the independent professional practice of psychological counseling, involving the rendering of therapeutic services to individuals and groups experiencing psychological problems and exhibiting distress symptoms.  Includes instruction in counseling theory, therapeutic intervention strategies, patient/counselor relationships, testing and assessment methods and procedures, group therapy, marital and family therapy, child and adolescent therapy, supervised counseling practice, ethical standards, and applicable regulations.",51.1508 - Mental Health Counseling/Counselor.,
42,42.2804,No substantive changes,no,Industrial and Organizational Psychology.,"A program that focuses on the scientific study of individual and group behavior in institutional settings, applications to related problems of organization and industry, and that may prepare individuals to apply such principles in industrial and organizational settings.  Includes instruction in group behavior theory, organizational theory, reward/punishment structures, human-machine and human-computer interactions, motivation dynamics, human stress studies, environmental and organizational influences on behavior, alienation and satisfaction, and job testing and assessment.",52.1003 - Organizational Behavior Studies.,
42,42.2805,No substantive changes,no,School Psychology.,"A  program that prepares individuals to apply clinical and counseling psychology principles to the diagnosis and treatment of student behavioral problems.  Includes instruction in child and/or adolescent development; learning theory; testing, observation and other procedures for assessing educational, personality, intelligence and motor skill development; therapeutic intervention strategies for students and families; identification and classification of disabilities and disorders affecting learning; school psychological services planning; supervised counseling practice; ethical standards; and applicable regulations.",13.1101 - Counselor Education/School Counseling and Guidance Services.,
42,42.2806,No substantive changes,no,Educational Psychology.,"A program that focuses on the application of psychology to the study of the behavior of individuals in the roles of teacher and learner, the nature and effects of learning environments, and the psychological effects of methods, resources, organization and non-school experience on the educational process.  Includes instruction in learning theory, human growth and development, research methods, and psychological evaluation.",,
42,42.2807,No substantive changes,no,Clinical Child Psychology.,"A program that focuses on the developmental processes of children and associated disorders and that prepares individuals for the independent professional practice of clinical child psychology.  Includes instruction in developmental neuropsychology, child psychopathology, testing of children and adolescents, pediatric psychology, psychosocial variables in child development, clinical skills, family therapy, behavioral assessment and intervention, clinical skills, consultation, professional standards and ethics, and applications to topics such as infancy, childhood, and adolescence.",,
42,42.2808,No substantive changes,no,Environmental Psychology.,"A program that focuses on the study of behavioral interactions between human beings and the environment in individual and group contexts, and ways to improve them.  Includes instruction in contextual theory; statistics; physiological, social, and psychological responses to natural and technological hazards and disease; environmental perception and cognition; loneliness and stress; and psychological aspects of environmental design and planning.",,
42,42.2809,No substantive changes,no,Geropsychology.,"A program that focuses on the psychology of aging and of elderly individuals and populations, with reference to growth and decline across the life span.  Includes instruction in gerontology, developmental and adult psychology, age-related development and decline of cognitive processes, age-related psychological and neurological disorders, social and personality development in aging populations and individuals, and applications to the clinical treatment and care of older adults.","19.0702 - Adult Development and Aging., 30.1101 - Gerontology.",
42,42.2810,No substantive changes,no,Health/Medical Psychology.,"A program that focuses on the psychological study of health and illness, and recovery,  from the perspective that these phenomena arise from a combination of physical, behavioral, and social conditions.  Includes instruction in abnormal and social psychology, psychophysiology, psychopharmacology, learning processes, clinical and behavioral therapies, biopsychosocial modeling, clinical procedures and assessment, preventive education, psychotherapy, rehabilitation processes, and research methods.",,
42,42.2811,No substantive changes,no,Family Psychology.,"A program that prepares individuals to provide therapeutic, evaluative, and research services to families and individuals in the family unit context.  Includes instruction in natural and family systems theory, family and group rituals, family evaluation and assessment, marital and couples therapy, sex therapy, parenting, interviewing techniques, genogram construction, family sculpting, diversity issues, family violence, family law, and professional standards and ethics.","51.1505 - Marriage and Family Therapy/Counseling., 19.0704 - Family Systems.",
42,42.2812,No substantive changes,no,Forensic Psychology.,"A program that prepares individuals to apply clinical, counseling, school, and neuropsychology skills to the provision of psychological services within the criminal justice and civil legal systems, including consultation, assessment, and interventions.  Includes instruction in the epidemiology of mental/behavioral disorders, risk factors for violence and criminality, profiling and patterning, psychological testing, prediction and intervention measurement, forensic assessment, criminal and civil law and procedures, secure environments, forensic treatment and intervention skills, and professional standards and ethics.",,
42,42.2813,No substantive changes,no,Applied Psychology.,"A program that focuses on the application of psychological theories and methods to real-world settings and problems, such as business and industry, government, education, military, and community settings. Includes instruction in applications of psychology, industrial/organizational psychology, developmental psychology, social psychology, cognitive psychology, counseling, human factors, research methods and statistics, and program evaluation.",30.3101 - Human Computer Interaction.,
42,42.2814,No substantive changes,no,Applied Behavior Analysis.,"A program that focuses on the application of principles of learning and behavior to enhance the development, abilities, and choices of children and adults; and that prepares individuals to address the behavioral needs of individuals, especially those with developmental disabilities and autism. Includes instruction in behavior analysis and learning, behavioral and functional assessment, developmental psychology, applied behavioral analysis in developmental disabilities and autism, applied behavioral analysis in mental health and aging, research methods, evaluation of interventions, and professional and ethical issues.",,
42,42.2815,New,no,Performance and Sport Psychology.,"A program that focuses on the motor, physiological, and psychosocial aspects of sport behavior. Includes instruction in applied sport psychology, clinical mental health counseling, coaching, exercise physiology, ethical performance enhancement; human development, leadership and team building, mind-body practices, neuroscience, and personality and health.",31.0508 - Sports Studies.,Examples: - Sport and Exercise Psychology
42,42.2816,New,no,Somatic Psychology.,"A program that focuses on a holistic approach to solving interpersonal issues and psychological problems. Includes instruction in authentic movement, body-mind balance and integration, contact improvisation, dance, Pilates, Tai Chi, relaxation techniques, and Yoga.",,
42,42.2817,New,no,Transpersonal/Spiritual Psychology.,"A program that prepares individuals to pursue spiritual and psychological practices for counseling. Includes instruction in emotional intelligence, expressive movement, healing practices and rituals, human consciousness, movement and meditation, psychosomatic connection, spiritual systems and wellness, transpersonal counseling, and therapeutic trance.",,
42,42.2899,No substantive changes,no,"Clinical, Counseling and Applied Psychology, Other.","Any instructional program in clinical, counseling and applied psychology not listed above.",,
42,42.99,No substantive changes,no,"Psychology, Other.",Instructional content is defined in code 42.9999.,,
42,42.9999,No substantive changes,no,"Psychology, Other.",Any instructional program in psychology not listed above.,,Examples: - Neuropsychology
43,43,No substantive changes,no,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","Instructional programs that focus on the principles and procedures for providing homeland security, police, fire, and other safety services and managing penal institutions. Note: this series is titled Security and Protective Services"" in the Canadian CIP.""",,
43,43.01,No substantive changes,no,Criminal Justice and Corrections.,Instructional content for this group of programs is defined in codes 43.0100 - 43.0199.,,
43,43.0100,New,no,"Criminal Justice and Corrections, General.","A program of study that focuses on the general study of criminal justice and corrections. Includes instruction in criminology, criminal justice, correctional science, forensic science, law enforcement, psychology, and ethics.",,
43,43.0102,No substantive changes,no,Corrections.,"A program that prepares individuals to study the theories and principles, of correctional science and to function as professional corrections officers and other workers in public and/or private incarceration facilities.",,
43,43.0103,No substantive changes,no,Criminal Justice/Law Enforcement Administration.,"A program that prepares individuals to apply theories and practices of organization management and criminal justice to the administration of public law enforcement agencies and operations.  Includes instruction in law enforcement history and theory, operational command leadership, administration of public police organizations, labor relations, incident response strategies, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership.",,
43,43.0104,No substantive changes,no,Criminal Justice/Safety Studies.,"A program that focuses on the criminal justice system, its organizational components and processes, and its legal and public policy contexts.  Includes instruction in criminal law and policy, police and correctional systems organization, the administration of justice and the judiciary, and public attitudes regarding criminal justice issues.",45.0401 - Criminology.,
43,43.0106,Moved from,no,Forensic Science and Technology.,Moved from 43.0106 to 43.0406,,
