UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON18,DRUG18,LIQUOR18,WEAPON19,DRUG19,LIQUOR19,WEAPON20,DRUG20,LIQUOR20,FILTER18,FILTER19,FILTER20
102845008,Charter College,Charter College-Lacey,"4520 Lacey Blvd SE, Suite 40",Lacey,WA,98503,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,0,0,0,0,0,0,0,1,1,1
102845009,Charter College,Charter College-E Wenatchee,"595 Grant Road, Suite 5",East Wenatchee,WA,98802,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,0,0,0,0,0,0,0,1,1,1
102845010,Charter College,Charter College-Canyon Country,19034 Soledad Canyon Road,Canyon Country,CA,91351,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,0,0,0,0,0,0,0,1,1,1
102845011,Charter College,Charter College-Lancaster,"43141 Business Center Parkway, Suite 109",Lancaster,CA,93535,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,0,0,0,0,0,0,0,1,1,1
102845012,Charter College,Charter College - Yakima,"2706 West Nob Hill Boulevard, Suite 106",Yakima,WA,98902,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,0,0,0,0,0,0,0,1,1,1
102845013,Charter College,Charter College - Billings,"1595 Grand Avenue, Suite 230",Billings,MT,59102,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,0,0,0,0,0,0,0,1,1,1
102845014,Charter College,Charter College - Missoula,1930 Brooks Street,Missoula,MT,59801,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,0,0,0,0,0,0,0,1,1,1
102845015,Charter College,Charter College - Charter Institute Farmington,3030 E 20th Street,Farmington,NM,87402,3,"Private for-profit, 4-year or above",470,1650,2120,0,0,1,0,0,0,0,0,0,1,1,1
103501001,Alaska Career College,Main Campus,1415 E Tudor Road,Anchorage,AK,995071033,6,"Private for-profit, 2-year",51,361,412,0,0,0,0,0,0,0,0,0,1,1,1
103741001,Empire Beauty School-Tucson,"Empire Beauty School - C Tucson, AZ",3030 E SPEEDWAY BLVD,TUCSON,AZ,85716,9,"Private for-profit, less-than 2-year",4,110,114,0,0,0,0,0,0,0,0,0,1,1,1
103893001,Carrington College-Phoenix North,Carrington College-Phoenix,"2149 W Dunlap Avenue, Suite 103",PHOENIX,AZ,85021,6,"Private for-profit, 2-year",151,835,986,0,0,0,0,0,0,0,0,0,1,1,1
103893009,Carrington College-Phoenix North,Carrington College-Phoenix East,2149 W DUNLAP AVE,PHOENIX,AZ,85021,6,"Private for-profit, 2-year",151,835,986,0,0,0,0,0,0,0,0,0,1,1,1
103909001,Carrington College-Mesa,Carrington College-Mesa- Main Campus,1001 West Southern Avenue,Mesa,AZ,852105005,6,"Private for-profit, 2-year",78,512,590,,,,,,,0,0,0,0,0,1
103927001,Carrington College-Tucson,Carrington College-Tucson- Main Campus,201 North Bonita Avenue,Tucson,AZ,857452974,6,"Private for-profit, 2-year",49,297,346,,,,,,,0,0,0,0,0,1
103954001,Arizona Academy of Beauty-East,Main Campus,5631 E SPEEDWAY BLVD,TUCSON,AZ,85712,9,"Private for-profit, less-than 2-year",3,49,52,0,0,0,0,0,0,0,0,0,1,1,1
103963001,Platt College-Arizona Automotive Institute Arizona,Arizona Automotive Institute,6829 N 46TH AVE,GLENDALE,AZ,853013579,9,"Private for-profit, less-than 2-year",328,40,368,0,0,0,0,0,0,0,0,0,1,1,1
104090001,Brookline College-Phoenix,Brookline College - Phoenix Campus,"2445 W. Dunlap Avenue, Suite 100",Phoenix,AZ,85021,3,"Private for-profit, 4-year or above",205,1347,1552,0,0,0,0,0,0,0,0,0,1,1,1
104151001,Arizona State University Campus Immersion,Tempe Campus,325 E. Apache Blvd.,TEMPE,AZ,852871812,1,"Public, 4-year or above",37678,37117,74795,0,186,160,0,158,37,0,147,31,1,1,1
104151005,Arizona State University Campus Immersion,Lake Havasu City Campus,100 University Way,Lake Havasu City,AZ,86404,1,"Public, 4-year or above",37678,37117,74795,0,0,1,0,0,0,0,0,0,1,1,1
104151006,Arizona State University Campus Immersion,ASU Barrett & O'Connor Washington Center,1800 I St,Washington,DC,20006,1,"Public, 4-year or above",37678,37117,74795,0,0,0,0,0,0,0,0,0,1,1,1
104151007,Arizona State University Campus Immersion,ASU California Center,725 S Arizona Ave,Santa Monica,CA,90401,1,"Public, 4-year or above",37678,37117,74795,0,0,0,0,0,0,0,0,0,1,1,1
104151008,Arizona State University Campus Immersion,Arizona State University School of Social Work Tucson ,"340 N Commerce Park Loop, Tucson, AZ 85745",Tucson,AZ,85745,1,"Public, 4-year or above",37678,37117,74795,,,,0,0,0,0,0,0,0,1,1
104151010,Arizona State University Campus Immersion,Arizona State University-West Campus,4701 W. Thunderbird Road,Glendale,AZ,853060153,1,"Public, 4-year or above",37678,37117,74795,,,,0,8,4,0,3,0,0,1,1
104151012,Arizona State University Campus Immersion,Arizona State University-Polytechnic,7001 E. Williams Field Road,Mesa,AZ,852121812,1,"Public, 4-year or above",37678,37117,74795,,,,0,2,0,0,3,0,0,1,1
104151014,Arizona State University Campus Immersion,Downtown Phoenix Campus,411 N. Central Avenue,Phoenix,AZ,850042115,1,"Public, 4-year or above",37678,37117,74795,,,,0,24,9,1,16,1,0,1,1
104151015,Arizona State University Campus Immersion,Thunderbird School of Global Management,1 Global Place,GLENDALE,AZ,853066000,1,"Public, 4-year or above",37678,37117,74795,,,,0,0,0,0,0,0,0,1,1
104160001,Arizona Western College,Main Campus,2020 S. Avenue 8E,YUMA,AZ,85365,4,"Public, 2-year",2540,3947,6487,0,7,4,0,2,3,0,0,4,1,1,1
104160002,Arizona Western College,Downtown Center,1351 S. Redondo Center Dr.,Yuma,AZ,85365,4,"Public, 2-year",2540,3947,6487,0,0,0,0,0,0,0,0,0,1,1,1
104160003,Arizona Western College,San Luis Learning Center,1340 N 8th Avenue,San Luis,AZ,85349,4,"Public, 2-year",2540,3947,6487,0,0,0,0,0,0,0,0,0,1,1,1
104160004,Arizona Western College,Somerton Center,1011 N. Somerton Ave.,Somerton,AZ,85350,4,"Public, 2-year",2540,3947,6487,0,0,0,0,0,0,0,0,0,1,1,1
104160005,Arizona Western College,Parker Learning Center,1109 Geronimo Ave,Parker,AZ,85344,4,"Public, 2-year",2540,3947,6487,0,0,0,0,0,0,0,0,0,1,1,1
104179001,University of Arizona,Main Campus,1200 E. Univeristy,TUCSON,AZ,857210021,1,"Public, 4-year or above",20578,25023,45601,0,112,87,0,112,78,0,56,35,1,1,1
104179002,University of Arizona,University of Arizona College of Medicine-Phoenix,550 E. Van Burren Street,Phoenix,AZ,85004,1,"Public, 4-year or above",20578,25023,45601,0,0,0,0,0,0,1,2,0,1,1,1
104346001,Central Arizona College,Main Campus-Signal Peak,8470 N OVERFIELD RD,COOLIDGE,AZ,851289778,4,"Public, 2-year",1432,2644,4076,4,3,1,0,2,0,0,2,0,1,1,1
104346002,Central Arizona College,ARAVAIPA CAMPUS,80440 EAST ARAVAIPA RD.,WINKELMAN,AZ,85192,4,"Public, 2-year",1432,2644,4076,0,0,0,0,0,0,0,0,0,1,1,1
104346003,Central Arizona College,SUPERSTITION MOUNTAIN CAMPUS,805 S. Idaho Road,APACHE JUNCTION,AZ,851195231,4,"Public, 2-year",1432,2644,4076,0,0,0,0,0,0,0,0,0,1,1,1
104346004,Central Arizona College,FLORENCE CENTER (ASPC),"800 E. BUTTE, BLDG 100",FLORENCE,AZ,85132,4,"Public, 2-year",1432,2644,4076,0,0,0,0,0,0,0,0,0,1,1,1
104346005,Central Arizona College,CASA GRANDE CENTER,1015 EAST FLORENCE BLVD.,CASA GRANDE,AZ,85122,4,"Public, 2-year",1432,2644,4076,0,0,0,0,0,0,0,0,0,1,1,1
104346010,Central Arizona College,Corporate Center,"540 N. Camino Mercado, Suite 1",Casa Grande,AZ,851225751,4,"Public, 2-year",1432,2644,4076,0,0,0,0,0,0,0,0,0,1,1,1
104346012,Central Arizona College,Maricopa Campus,17945 N. Regent Drive,Maricopa,AZ,851387808,4,"Public, 2-year",1432,2644,4076,0,0,0,0,0,0,0,0,0,1,1,1
104346013,Central Arizona College,San Tan Campus,3736 E. Bella Vista Road,San Tan Valley,AZ,85143,4,"Public, 2-year",1432,2644,4076,0,0,0,0,0,0,0,0,0,1,1,1
104391001,Charles of Italy Beauty College,Main Campus,"1987 MCCULLOCH BLVD, Suite 205",LAKE HAVASU CITY,AZ,86403,9,"Private for-profit, less-than 2-year",2,50,52,0,0,0,0,0,0,0,0,0,1,1,1
104425001,Cochise County Community College District,Douglas Campus,4190 W Highway 80,Sierra Vista,AZ,85635,4,"Public, 2-year",1408,1919,3327,0,2,0,0,0,2,0,0,0,1,1,1
104443001,Empire Beauty School-Chandler,"Empire Beauty School - Chandler, AZ",2978 N ALMA SCHOOL RD  STE 1-3,CHANDLER,AZ,85224,9,"Private for-profit, less-than 2-year",4,40,44,0,0,0,0,0,0,0,0,0,1,1,1
104568001,Avalon School of Cosmetology-Mesa,Avalon School of Cosmetology (Mesa),2111 S Alma School Rd #21,Mesa,AZ,85210,9,"Private for-profit, less-than 2-year",7,333,340,0,0,0,0,0,0,0,0,0,1,1,1
104577001,Eastern Arizona College,Main Campus,615 N. Stadium Avenue,Thatcher,AZ,85552,4,"Public, 2-year",1568,2824,4392,0,2,7,0,0,10,0,3,4,1,1,1
104577002,Eastern Arizona College,Gila Pueblo Campus,8274 S. Six Shooter Canyon Road,Globe,AZ,855015103,4,"Public, 2-year",1568,2824,4392,0,0,0,0,0,0,0,0,0,1,1,1
104577003,Eastern Arizona College,Payson Campus,201 North Mud Springs Road,Payson,AZ,855414426,4,"Public, 2-year",1568,2824,4392,0,0,0,0,0,0,0,0,0,1,1,1
104586001,Embry-Riddle Aeronautical University-Prescott,Embry-Riddle Aeronautical University - Prescott,One Aerospace Blvd.,Daytona Beach,AZ,32114,2,"Private nonprofit, 4-year or above",2199,805,3004,0,0,0,0,0,0,0,0,0,1,1,1
104665001,The School of Architecture,Cosanti,6433 Doubletree Ranch Road,Paradise Valley,AZ,85253,2,"Private nonprofit, 4-year or above",5,5,10,0,0,0,0,0,0,0,0,0,1,1,1
104665002,The School of Architecture,Arcosanti,13555 S Cross L Road,MAYER,AZ,86333,2,"Private nonprofit, 4-year or above",5,5,10,0,0,0,0,0,0,0,0,0,1,1,1
104708001,Glendale Community College,Main Campus,6000 W OLIVE AVE,GLENDALE,AZ,85302,4,"Public, 2-year",5943,8431,14374,0,2,0,0,1,0,0,1,0,1,1,1
104708002,Glendale Community College,North Campus,5727 W. Happy Valley Road,Phoenix,AZ,85310,4,"Public, 2-year",5943,8431,14374,0,0,0,0,0,0,0,0,0,1,1,1
104717001,Grand Canyon University,Grand Canyon University,3300 W CAMELBACK RD,PHOENIX,AZ,85017,3,"Private for-profit, 4-year or above",27340,76087,103427,0,113,0,0,134,1,0,91,0,1,1,1
105145001,GateWay Community College,Washington Campus,108 N. 40TH Street,Phoenix,AZ,85034,4,"Public, 2-year",1696,2974,4670,0,2,0,0,5,0,0,0,0,1,1,1
105145002,GateWay Community College,Deer Valley Campus,2931 W Bell Rd,Phoenix,AZ,850533024,4,"Public, 2-year",1696,2974,4670,0,0,0,0,0,0,0,0,0,1,1,1
105154001,Mesa Community College,Mesa Community College,1833 W SOUTHERN AVE,MESA,AZ,85202,4,"Public, 2-year",7316,9632,16948,0,4,0,0,1,0,0,0,0,1,1,1
105154002,Mesa Community College,Red Mountain Campus,7110 E. McKellips Rd.,Mesa,AZ,85207,4,"Public, 2-year",7316,9632,16948,0,0,0,0,0,0,0,0,0,1,1,1
105154003,Mesa Community College,Downtown Center,145 North Centennial Way,Mesa,AZ,85201,4,"Public, 2-year",7316,9632,16948,0,0,0,0,0,0,0,0,0,1,1,1
105206001,Mohave Community College,Neal Campus - Kingman,1971 Jagerson Ave,Kingman,AZ,864091238,4,"Public, 2-year",1121,2533,3654,0,1,0,0,0,0,0,0,1,1,1,1
105206002,Mohave Community College,Lake Havasu City Campus,1977 West Acoma Blvd,Lake Havasu City,AZ,86403,4,"Public, 2-year",1121,2533,3654,0,0,0,0,0,0,0,0,0,1,1,1
105206003,Mohave Community College,Bullhead City Campus,3400 Highway 95,Bullhead City,AZ,86442,4,"Public, 2-year",1121,2533,3654,0,0,0,0,1,0,0,1,2,1,1,1
105206004,Mohave Community College,North Mohave Campus,480 South Central,Colorado City,AZ,86021,4,"Public, 2-year",1121,2533,3654,0,0,0,0,0,0,0,0,0,1,1,1
105215001,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Universal Technical Institute-Motorcycle Mechanics Institute Division,2844 W DEER VALLEY RD,PHOENIX,AZ,85027,9,"Private for-profit, less-than 2-year",743,46,789,0,0,0,0,0,0,0,0,0,1,1,1
105297001,Dine College,Main Campus,"Route 12, Security Modular Building",TSAILE,AZ,86556,1,"Public, 4-year or above",381,988,1369,0,0,2,0,0,4,0,0,0,1,1,1
105297002,Dine College,Shiprock,Box 580,Shiprock,NM,87420,1,"Public, 4-year or above",381,988,1369,0,0,0,0,0,0,0,0,0,1,1,1
105297003,Dine College,Crownpoint,Box 57,Crownpoint,NM,87313,1,"Public, 4-year or above",381,988,1369,0,0,0,0,0,0,0,0,0,1,1,1
105297004,Dine College,Window Rock,Box 1924,Window Rock,AZ,86515,1,"Public, 4-year or above",381,988,1369,0,0,0,0,0,0,0,0,0,1,1,1
105297005,Dine College,Chinle,Box 1997,Chinle,AZ,86503,1,"Public, 4-year or above",381,988,1369,0,0,0,0,0,0,0,0,0,1,1,1
105297007,Dine College,Tuba City,Box 1716,Tuba City,AZ,86045,1,"Public, 4-year or above",381,988,1369,0,0,0,0,0,0,0,0,0,1,1,1
105330001,Northern Arizona University,Flagstaff Mountain Campus,"1900 S. Knoles Drive, Babbitt Administrative Center",FLAGSTAFF,AZ,86011,1,"Public, 4-year or above",10716,18850,29566,1,105,51,0,113,58,2,23,34,1,1,1
105330003,Northern Arizona University,NAU at Chandler-Gilbert Community College,2626 E. Pecos Road,Chandler,AZ,85225,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,1,0,0,0,0,1,1,1
105330005,Northern Arizona University,NAU at Mesa Community College,1833 W. Southern Ave,Mesa,AZ,85202,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330006,Northern Arizona University,NAU at Estrella Mountain Community College,3000 N Dysart Road,Avondale,AZ,85392,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,1,0,0,0,1,1,1
105330007,Northern Arizona University,NAU at Glendale Community College,6000 W. Olive Ave,Glendale,AZ,85302,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,2,0,0,0,0,1,1,1
105330009,Northern Arizona University,NAU - Kingman,1971 Jagerson Avenue,Kingman,AZ,86409,1,"Public, 4-year or above",10716,18850,29566,0,1,0,0,0,0,0,0,0,1,1,1
105330010,Northern Arizona University,NAU - North Valley,15451 N 28th Ave,Phoenix,AZ,85053,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330011,Northern Arizona University,NAU at Paradise Valley Community College,18401 N. 32nd St,Phoenix,AZ,85032,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330012,Northern Arizona University,NAU at Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330013,Northern Arizona University,NAU at Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,85256,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330014,Northern Arizona University,NAU-Show Low,1001 W. Deuce of Clubs,Show Low,AZ,85901,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330015,Northern Arizona University,NAU- Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85128,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330016,Northern Arizona University,NAU at South Mountain Community College,7050 S 24th St.,Phoenix,AZ,85042,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330017,Northern Arizona University,NAU-Thatcher,615 N. Stadium Avenue,Thatcher,AZ,85552,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330018,Northern Arizona University,NAU - Tucson,2202 West Anklam Road,Tucson,AZ,85709,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330019,Northern Arizona University,NAU at Yavapai (Prescott Campus),1100 E. Sheldon St.,Prescott,AZ,86301,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330020,Northern Arizona University,NAU-Yavapai (Prescott Valley),7351 E. Skoog Blvd,Prescott Valley,AZ,86314,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,1,0,0,0,0,1,1,1
105330021,Northern Arizona University,NAU - Yuma,2020 South Avenue 8E,Yuma,AZ,85365,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105330025,Northern Arizona University,NAU- Phoenix Biomedical,435 N 5th Street,Phoenix,AZ,85004,1,"Public, 4-year or above",10716,18850,29566,0,0,0,0,0,0,0,0,0,1,1,1
105349001,Northland Pioneer College,Main Campus - Painted Desert - PDC,2251 E. Navajo Blvd.,Holbrook,AZ,860250610,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105349002,Northland Pioneer College,Little Colorado Campus - LCC,1400 E. Third St.,Winslow,AZ,860479998,4,"Public, 2-year",1086,1614,2700,0,0,1,0,0,0,0,0,0,1,1,1
105349003,Northland Pioneer College,Silver Creek Campus - SCC,1610 S. Main St.,Snowflake,AZ,859379998,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105349004,Northland Pioneer College,White Mountain Campus - WMC,1001 W. Duece of Clubs,Show Low,AZ,859019998,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105349006,Northland Pioneer College,Hopi Center,State HIghway 264 at Junction to Hopi Jr/Sr High School,Keams Canyon,AZ,860349998,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105349007,Northland Pioneer College,Kayenta Center,1/4 mile North on Highway 163,Kayenta,AZ,860339998,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105349008,Northland Pioneer College,Springerville/Eagar Center,940 E. Maricopa St.,Springerville,AZ,859389998,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105349009,Northland Pioneer College,St. Johns Center,65 West 3rd South,Saint Johns,AZ,859369998,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105349010,Northland Pioneer College,Whiteriver Center,720 S. Chief,Whiteriver,AZ,859419998,4,"Public, 2-year",1086,1614,2700,0,0,0,0,0,0,0,0,0,1,1,1
105367001,Ottawa University-Phoenix,Ottawa University-Phoenix,9414 N. 25th Avenue,PHOENIX,AZ,85021,2,"Private nonprofit, 4-year or above",384,667,1051,0,0,0,0,0,0,0,0,0,1,1,1
105428001,Phoenix College,Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013,4,"Public, 2-year",3145,6393,9538,0,0,0,0,0,0,0,0,0,1,1,1
105428002,Phoenix College,Phoenix College Downtown,1202 W Thomas Rd,Phoenix,AZ,85013,4,"Public, 2-year",3145,6393,9538,0,0,0,0,0,0,0,0,0,1,1,1
105428003,Phoenix College,Center For Nursing Excellence,3700 North 3rd Ave,Phoenix,AZ,85013,4,"Public, 2-year",3145,6393,9538,0,0,0,0,0,0,0,0,0,1,1,1
105525001,Pima Community College,West Campus,2202 W. Anklam Rd.,Tucson,AZ,857090001,4,"Public, 2-year",6208,9336,15544,0,3,0,0,0,2,0,0,1,1,1,1
105525002,Pima Community College,Downtown Campus,1255 N. Stone Ave.,Tucson,AZ,857073000,4,"Public, 2-year",6208,9336,15544,0,12,1,0,12,1,0,9,2,1,1,1
105525005,Pima Community College,East Campus,8181 E. Irvington Rd.,Tucson,AZ,857094000,4,"Public, 2-year",6208,9336,15544,0,2,0,0,0,0,0,1,0,1,1,1
105525006,Pima Community College,Desert Vista Campus,5901 S. Calle Santa Cruz,Tucson,AZ,857096000,4,"Public, 2-year",6208,9336,15544,0,1,0,0,2,0,0,3,0,1,1,1
105525008,Pima Community College,Northwest Campus,7600 N. Shannon,Tucson,AZ,857095200,4,"Public, 2-year",6208,9336,15544,0,1,0,0,0,0,0,0,0,1,1,1
105525010,Pima Community College,El Rio Adult Education Center,1390 W. Speedway Blvd.,Tucson,AZ,85709,4,"Public, 2-year",6208,9336,15544,0,7,0,0,1,0,0,0,0,1,1,1
105525011,Pima Community College,El Pueblo Adult Education Center,101 W. Irvington Rd.,Tucson,AZ,85709,4,"Public, 2-year",6208,9336,15544,0,0,0,0,0,0,0,2,0,1,1,1
105525015,Pima Community College,Aviation Technology Center,7211 S. Park,Tucson,AZ,857095500,4,"Public, 2-year",6208,9336,15544,0,0,0,0,0,0,0,0,0,1,1,1
105525016,Pima Community College,29th Street Coalition Center,4355 S. Calle Aurora,Tucson,AZ,857095520,4,"Public, 2-year",6208,9336,15544,0,0,0,0,1,0,0,0,0,1,1,1
105525017,Pima Community College,Maintenance and Security,6680 S. Country Club,Tucson,AZ,857091740,4,"Public, 2-year",6208,9336,15544,0,0,0,0,0,0,0,0,0,1,1,1
105534001,Pima Medical Institute-Tucson,Tucson Campus,"2121 N. Craycroft Road, Building 1",TUCSON,AZ,85712,3,"Private for-profit, 4-year or above",354,1616,1970,0,0,0,0,0,0,0,0,0,1,1,1
105543001,Pima Medical Institute-Albuquerque,Albuquerque Campus,4400 Cutler Avenue NE,ALBUQUERQUE,NM,87110,6,"Private for-profit, 2-year",79,527,606,0,0,0,0,0,0,0,0,0,1,1,1
105589001,Prescott College,Prescott College,220 GROVE AVE,PRESCOTT,AZ,86301,2,"Private nonprofit, 4-year or above",270,700,970,0,0,0,0,0,0,0,0,0,1,1,1
105659001,Refrigeration School Inc,Main Campus,4210 E WASHINGTON STREET,PHOENIX,AZ,850341816,6,"Private for-profit, 2-year",834,63,897,0,0,0,0,0,0,0,0,0,1,1,1
105668001,Rio Salado College,Main Campus-Tempe,2323 W 14TH ST,Tempe,AZ,852816950,4,"Public, 2-year",6579,10783,17362,0,0,0,0,0,1,0,0,0,1,1,1
105668002,Rio Salado College,"Rio Salado College, Surprise",12535 Smokey Drive,Surprise,AZ,85378,4,"Public, 2-year",6579,10783,17362,0,0,0,0,0,0,0,0,0,1,1,1
105668003,Rio Salado College,"Rio Salado College, Dental Hygiene Center",2250 W 14th Street,Tempe,AZ,85281,4,"Public, 2-year",6579,10783,17362,0,0,0,0,0,0,0,0,0,1,1,1
