"VariableName","Value","ValueLabel"
"Core Based Statistical Area (CBSA) (HD2019)","40580","Rocky Mount, NC"
"Core Based Statistical Area (CBSA) (HD2019)","40620","Rolla, MO"
"Core Based Statistical Area (CBSA) (HD2019)","40660","Rome, GA"
"Core Based Statistical Area (CBSA) (HD2019)","40700","Roseburg, OR"
"Core Based Statistical Area (CBSA) (HD2019)","40740","Roswell, NM"
"Core Based Statistical Area (CBSA) (HD2019)","40760","Ruidoso, NM"
"Core Based Statistical Area (CBSA) (HD2019)","40780","Russellville, AR"
"Core Based Statistical Area (CBSA) (HD2019)","40820","Ruston, LA"
"Core Based Statistical Area (CBSA) (HD2019)","40860","Rutland, VT"
"Core Based Statistical Area (CBSA) (HD2019)","40900","Sacramento-Roseville-Folsom, CA"
"Core Based Statistical Area (CBSA) (HD2019)","40940","Safford, AZ"
"Core Based Statistical Area (CBSA) (HD2019)","40980","Saginaw, MI"
"Core Based Statistical Area (CBSA) (HD2019)","41060","St. Cloud, MN"
"Core Based Statistical Area (CBSA) (HD2019)","41100","St. George, UT"
"Core Based Statistical Area (CBSA) (HD2019)","41140","St. Joseph, MO-KS"
"Core Based Statistical Area (CBSA) (HD2019)","41180","St. Louis, MO-IL"
"Core Based Statistical Area (CBSA) (HD2019)","41220","St. Marys, GA"
"Core Based Statistical Area (CBSA) (HD2019)","41400","Salem, OH"
"Core Based Statistical Area (CBSA) (HD2019)","41420","Salem, OR"
"Core Based Statistical Area (CBSA) (HD2019)","41460","Salina, KS"
"Core Based Statistical Area (CBSA) (HD2019)","41500","Salinas, CA"
"Core Based Statistical Area (CBSA) (HD2019)","41540","Salisbury, MD-DE"
"Core Based Statistical Area (CBSA) (HD2019)","41620","Salt Lake City, UT"
"Core Based Statistical Area (CBSA) (HD2019)","41660","San Angelo, TX"
"Core Based Statistical Area (CBSA) (HD2019)","41700","San Antonio-New Braunfels, TX"
"Core Based Statistical Area (CBSA) (HD2019)","41740","San Diego-Chula Vista-Carlsbad, CA"
"Core Based Statistical Area (CBSA) (HD2019)","41780","Sandusky, OH"
"Core Based Statistical Area (CBSA) (HD2019)","41820","Sanford, NC"
"Core Based Statistical Area (CBSA) (HD2019)","41860","San Francisco-Oakland-Berkeley, CA"
"Core Based Statistical Area (CBSA) (HD2019)","41900","San GermÃ¡n, PR"
"Core Based Statistical Area (CBSA) (HD2019)","41940","San Jose-Sunnyvale-Santa Clara, CA"
"Core Based Statistical Area (CBSA) (HD2019)","41980","San Juan-BayamÃ³n-Caguas, PR"
"Core Based Statistical Area (CBSA) (HD2019)","42020","San Luis Obispo-Paso Robles, CA"
"Core Based Statistical Area (CBSA) (HD2019)","42100","Santa Cruz-Watsonville, CA"
"Core Based Statistical Area (CBSA) (HD2019)","42140","Santa Fe, NM"
"Core Based Statistical Area (CBSA) (HD2019)","42200","Santa Maria-Santa Barbara, CA"
"Core Based Statistical Area (CBSA) (HD2019)","42220","Santa Rosa-Petaluma, CA"
"Core Based Statistical Area (CBSA) (HD2019)","42300","Sault Ste. Marie, MI"
"Core Based Statistical Area (CBSA) (HD2019)","42340","Savannah, GA"
"Core Based Statistical Area (CBSA) (HD2019)","42380","Sayre, PA"
"Core Based Statistical Area (CBSA) (HD2019)","42420","Scottsbluff, NE"
"Core Based Statistical Area (CBSA) (HD2019)","42460","Scottsboro, AL"
"Core Based Statistical Area (CBSA) (HD2019)","42540","Scranton--Wilkes-Barre, PA"
"Core Based Statistical Area (CBSA) (HD2019)","42620","Searcy, AR"
"Core Based Statistical Area (CBSA) (HD2019)","42660","Seattle-Tacoma-Bellevue, WA"
"Core Based Statistical Area (CBSA) (HD2019)","42680","Sebastian-Vero Beach, FL"
"Core Based Statistical Area (CBSA) (HD2019)","42700","Sebring-Avon Park, FL"
"Core Based Statistical Area (CBSA) (HD2019)","42740","Sedalia, MO"
"Core Based Statistical Area (CBSA) (HD2019)","42780","Selinsgrove, PA"
"Core Based Statistical Area (CBSA) (HD2019)","42820","Selma, AL"
"Core Based Statistical Area (CBSA) (HD2019)","42900","Seneca Falls, NY"
"Core Based Statistical Area (CBSA) (HD2019)","43020","Shawano, WI"
"Core Based Statistical Area (CBSA) (HD2019)","43060","Shawnee, OK"
"Core Based Statistical Area (CBSA) (HD2019)","43100","Sheboygan, WI"
"Core Based Statistical Area (CBSA) (HD2019)","43140","Shelby, NC"
"Core Based Statistical Area (CBSA) (HD2019)","43180","Shelbyville, TN"
"Core Based Statistical Area (CBSA) (HD2019)","43260","Sheridan, WY"
"Core Based Statistical Area (CBSA) (HD2019)","43300","Sherman-Denison, TX"
"Core Based Statistical Area (CBSA) (HD2019)","43320","Show Low, AZ"
"Core Based Statistical Area (CBSA) (HD2019)","43340","Shreveport-Bossier City, LA"
"Core Based Statistical Area (CBSA) (HD2019)","43420","Sierra Vista-Douglas, AZ"
"Core Based Statistical Area (CBSA) (HD2019)","43460","Sikeston, MO"
"Core Based Statistical Area (CBSA) (HD2019)","43500","Silver City, NM"
"Core Based Statistical Area (CBSA) (HD2019)","43580","Sioux City, IA-NE-SD"
"Core Based Statistical Area (CBSA) (HD2019)","43620","Sioux Falls, SD"
"Core Based Statistical Area (CBSA) (HD2019)","43660","Snyder, TX"
"Core Based Statistical Area (CBSA) (HD2019)","43700","Somerset, KY"
"Core Based Statistical Area (CBSA) (HD2019)","43740","Somerset, PA"
"Core Based Statistical Area (CBSA) (HD2019)","43760","Sonora, CA"
"Core Based Statistical Area (CBSA) (HD2019)","43780","South Bend-Mishawaka, IN-MI"
"Core Based Statistical Area (CBSA) (HD2019)","43900","Spartanburg, SC"
"Core Based Statistical Area (CBSA) (HD2019)","43940","Spearfish, SD"
"Core Based Statistical Area (CBSA) (HD2019)","44020","Spirit Lake, IA"
"Core Based Statistical Area (CBSA) (HD2019)","44060","Spokane-Spokane Valley, WA"
"Core Based Statistical Area (CBSA) (HD2019)","44100","Springfield, IL"
"Core Based Statistical Area (CBSA) (HD2019)","44140","Springfield, MA"
"Core Based Statistical Area (CBSA) (HD2019)","44180","Springfield, MO"
"Core Based Statistical Area (CBSA) (HD2019)","44220","Springfield, OH"
"Core Based Statistical Area (CBSA) (HD2019)","44260","Starkville, MS"
"Core Based Statistical Area (CBSA) (HD2019)","44300","State College, PA"
"Core Based Statistical Area (CBSA) (HD2019)","44340","Statesboro, GA"
"Core Based Statistical Area (CBSA) (HD2019)","44420","Staunton, VA"
"Core Based Statistical Area (CBSA) (HD2019)","44500","Stephenville, TX"
"Core Based Statistical Area (CBSA) (HD2019)","44540","Sterling, CO"
"Core Based Statistical Area (CBSA) (HD2019)","44580","Sterling, IL"
"Core Based Statistical Area (CBSA) (HD2019)","44620","Stevens Point, WI"
"Core Based Statistical Area (CBSA) (HD2019)","44660","Stillwater, OK"
"Core Based Statistical Area (CBSA) (HD2019)","44700","Stockton, CA"
"Core Based Statistical Area (CBSA) (HD2019)","44740","Storm Lake, IA"
"Core Based Statistical Area (CBSA) (HD2019)","44780","Sturgis, MI"
"Core Based Statistical Area (CBSA) (HD2019)","44940","Sumter, SC"
"Core Based Statistical Area (CBSA) (HD2019)","44980","Sunbury, PA"
"Core Based Statistical Area (CBSA) (HD2019)","45000","Susanville, CA"
"Core Based Statistical Area (CBSA) (HD2019)","45060","Syracuse, NY"
"Core Based Statistical Area (CBSA) (HD2019)","45140","Tahlequah, OK"
"Core Based Statistical Area (CBSA) (HD2019)","45180","Talladega-Sylacauga, AL"
"Core Based Statistical Area (CBSA) (HD2019)","45220","Tallahassee, FL"
"Core Based Statistical Area (CBSA) (HD2019)","45300","Tampa-St. Petersburg-Clearwater, FL"
"Core Based Statistical Area (CBSA) (HD2019)","45340","Taos, NM"
"Core Based Statistical Area (CBSA) (HD2019)","45460","Terre Haute, IN"
"Core Based Statistical Area (CBSA) (HD2019)","45500","Texarkana, TX-AR"
"Core Based Statistical Area (CBSA) (HD2019)","45520","The Dalles, OR"
"Core Based Statistical Area (CBSA) (HD2019)","45540","The Villages, FL"
"Core Based Statistical Area (CBSA) (HD2019)","45620","Thomasville, GA"
"Core Based Statistical Area (CBSA) (HD2019)","45660","Tiffin, OH"
"Core Based Statistical Area (CBSA) (HD2019)","45700","Tifton, GA"
"Core Based Statistical Area (CBSA) (HD2019)","45740","Toccoa, GA"
"Core Based Statistical Area (CBSA) (HD2019)","45780","Toledo, OH"
"Core Based Statistical Area (CBSA) (HD2019)","45820","Topeka, KS"
"Core Based Statistical Area (CBSA) (HD2019)","45860","Torrington, CT"
"Core Based Statistical Area (CBSA) (HD2019)","45900","Traverse City, MI"
"Core Based Statistical Area (CBSA) (HD2019)","45940","Trenton-Princeton, NJ"
"Core Based Statistical Area (CBSA) (HD2019)","45980","Troy, AL"
"Core Based Statistical Area (CBSA) (HD2019)","46060","Tucson, AZ"
"Core Based Statistical Area (CBSA) (HD2019)","46100","Tullahoma-Manchester, TN"
"Core Based Statistical Area (CBSA) (HD2019)","46140","Tulsa, OK"
"Core Based Statistical Area (CBSA) (HD2019)","46180","Tupelo, MS"
"Core Based Statistical Area (CBSA) (HD2019)","46220","Tuscaloosa, AL"
"Core Based Statistical Area (CBSA) (HD2019)","46300","Twin Falls, ID"
"Core Based Statistical Area (CBSA) (HD2019)","46340","Tyler, TX"
"Core Based Statistical Area (CBSA) (HD2019)","46380","Ukiah, CA"
"Core Based Statistical Area (CBSA) (HD2019)","46420","Union, SC"
"Core Based Statistical Area (CBSA) (HD2019)","46500","Urbana, OH"
"Core Based Statistical Area (CBSA) (HD2019)","46520","Urban Honolulu, HI"
"Core Based Statistical Area (CBSA) (HD2019)","46540","Utica-Rome, NY"
"Core Based Statistical Area (CBSA) (HD2019)","46620","Uvalde, TX"
"Core Based Statistical Area (CBSA) (HD2019)","46660","Valdosta, GA"
"Core Based Statistical Area (CBSA) (HD2019)","46700","Vallejo, CA"
"Core Based Statistical Area (CBSA) (HD2019)","46780","Van Wert, OH"
"Core Based Statistical Area (CBSA) (HD2019)","46820","Vermillion, SD"
"Core Based Statistical Area (CBSA) (HD2019)","46860","Vernal, UT"
"Core Based Statistical Area (CBSA) (HD2019)","46900","Vernon, TX"
"Core Based Statistical Area (CBSA) (HD2019)","47020","Victoria, TX"
"Core Based Statistical Area (CBSA) (HD2019)","47080","Vidalia, GA"
"Core Based Statistical Area (CBSA) (HD2019)","47180","Vincennes, IN"
"Core Based Statistical Area (CBSA) (HD2019)","47220","Vineland-Bridgeton, NJ"
"Core Based Statistical Area (CBSA) (HD2019)","47260","Virginia Beach-Norfolk-Newport News, VA-NC"
"Core Based Statistical Area (CBSA) (HD2019)","47300","Visalia, CA"
"Core Based Statistical Area (CBSA) (HD2019)","47340","Wabash, IN"
"Core Based Statistical Area (CBSA) (HD2019)","47380","Waco, TX"
"Core Based Statistical Area (CBSA) (HD2019)","47420","Wahpeton, ND-MN"
"Core Based Statistical Area (CBSA) (HD2019)","47460","Walla Walla, WA"
"Core Based Statistical Area (CBSA) (HD2019)","47580","Warner Robins, GA"
"Core Based Statistical Area (CBSA) (HD2019)","47660","Warrensburg, MO"
"Core Based Statistical Area (CBSA) (HD2019)","47700","Warsaw, IN"
"Core Based Statistical Area (CBSA) (HD2019)","47820","Washington, NC"
"Core Based Statistical Area (CBSA) (HD2019)","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"Core Based Statistical Area (CBSA) (HD2019)","47940","Waterloo-Cedar Falls, IA"
"Core Based Statistical Area (CBSA) (HD2019)","47980","Watertown, SD"
"Core Based Statistical Area (CBSA) (HD2019)","48020","Watertown-Fort Atkinson, WI"
"Core Based Statistical Area (CBSA) (HD2019)","48060","Watertown-Fort Drum, NY"
"Core Based Statistical Area (CBSA) (HD2019)","48140","Wausau-Weston, WI"
"Core Based Statistical Area (CBSA) (HD2019)","48180","Waycross, GA"
"Core Based Statistical Area (CBSA) (HD2019)","48220","Weatherford, OK"
"Core Based Statistical Area (CBSA) (HD2019)","48260","Weirton-Steubenville, WV-OH"
"Core Based Statistical Area (CBSA) (HD2019)","48300","Wenatchee, WA"
"Core Based Statistical Area (CBSA) (HD2019)","48460","West Plains, MO"
"Core Based Statistical Area (CBSA) (HD2019)","48540","Wheeling, WV-OH"
"Core Based Statistical Area (CBSA) (HD2019)","48580","Whitewater, WI"
"Core Based Statistical Area (CBSA) (HD2019)","48620","Wichita, KS"
"Core Based Statistical Area (CBSA) (HD2019)","48660","Wichita Falls, TX"
"Core Based Statistical Area (CBSA) (HD2019)","48700","Williamsport, PA"
"Core Based Statistical Area (CBSA) (HD2019)","48780","Williston, ND"
"Core Based Statistical Area (CBSA) (HD2019)","48820","Willmar, MN"
"Core Based Statistical Area (CBSA) (HD2019)","48900","Wilmington, NC"
"Core Based Statistical Area (CBSA) (HD2019)","48940","Wilmington, OH"
"Core Based Statistical Area (CBSA) (HD2019)","48980","Wilson, NC"
"Core Based Statistical Area (CBSA) (HD2019)","49020","Winchester, VA-WV"
"Core Based Statistical Area (CBSA) (HD2019)","49060","Winfield, KS"
"Core Based Statistical Area (CBSA) (HD2019)","49100","Winona, MN"
"Core Based Statistical Area (CBSA) (HD2019)","49180","Winston-Salem, NC"
"Core Based Statistical Area (CBSA) (HD2019)","49220","Wisconsin Rapids-Marshfield, WI"
"Core Based Statistical Area (CBSA) (HD2019)","49260","Woodward, OK"
"Core Based Statistical Area (CBSA) (HD2019)","49300","Wooster, OH"
"Core Based Statistical Area (CBSA) (HD2019)","49340","Worcester, MA-CT"
"Core Based Statistical Area (CBSA) (HD2019)","49380","Worthington, MN"
"Core Based Statistical Area (CBSA) (HD2019)","49420","Yakima, WA"
"Core Based Statistical Area (CBSA) (HD2019)","49460","Yankton, SD"
"Core Based Statistical Area (CBSA) (HD2019)","49500","Yauco, PR"
"Core Based Statistical Area (CBSA) (HD2019)","49620","York-Hanover, PA"
"Core Based Statistical Area (CBSA) (HD2019)","49660","Youngstown-Warren-Boardman, OH-PA"
"Core Based Statistical Area (CBSA) (HD2019)","49700","Yuba City, CA"
"Core Based Statistical Area (CBSA) (HD2019)","49740","Yuma, AZ"
"Core Based Statistical Area (CBSA) (HD2019)","49780","Zanesville, OH"
"Core Based Statistical Area (CBSA) (HD2019)","-2","Not applicable"
"Combined Statistical Area (CSA) (HD2019)","104","Albany-Schenectady, NY"
"Combined Statistical Area (CSA) (HD2019)","106","Albuquerque-Santa Fe-Las Vegas, NM"
"Combined Statistical Area (CSA) (HD2019)","107","Altoona-Huntingdon, PA"
"Combined Statistical Area (CSA) (HD2019)","108","Amarillo-Pampa-Borger, TX"
"Combined Statistical Area (CSA) (HD2019)","118","Appleton-Oshkosh-Neenah, WI"
"Combined Statistical Area (CSA) (HD2019)","120","Asheville-Marion-Brevard, NC"
"Combined Statistical Area (CSA) (HD2019)","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"Combined Statistical Area (CSA) (HD2019)","140","Bend-Prineville, OR"
"Combined Statistical Area (CSA) (HD2019)","142","Birmingham-Hoover-Talladega, AL"
"Combined Statistical Area (CSA) (HD2019)","144","Bloomington-Bedford, IN"
"Combined Statistical Area (CSA) (HD2019)","145","Bloomington-Pontiac, IL"
"Combined Statistical Area (CSA) (HD2019)","146","Bloomsburg-Berwick-Sunbury, PA"
"Combined Statistical Area (CSA) (HD2019)","147","Boise City-Mountain Home-Ontario, ID-OR"
"Combined Statistical Area (CSA) (HD2019)","148","Boston-Worcester-Providence, MA-RI-NH-CT"
"Combined Statistical Area (CSA) (HD2019)","150","Bowling Green-Glasgow, KY"
"Combined Statistical Area (CSA) (HD2019)","154","Brownsville-Harlingen-Raymondville, TX"
"Combined Statistical Area (CSA) (HD2019)","160","Buffalo-Cheektowaga-Olean, NY"
"Combined Statistical Area (CSA) (HD2019)","161","Burlington-Fort Madison-Keokuk, IA-IL-MO"
"Combined Statistical Area (CSA) (HD2019)","162","Burlington-South Burlington-Barre, VT"
"Combined Statistical Area (CSA) (HD2019)","163","Cape Coral-Fort Myers-Naples, FL"
"Combined Statistical Area (CSA) (HD2019)","164","Cape Girardeau-Sikeston, MO-IL"
"Combined Statistical Area (CSA) (HD2019)","168","Cedar Rapids-Iowa City, IA"
"Combined Statistical Area (CSA) (HD2019)","170","Charleston-Huntington-Ashland, WV-OH-KY"
"Combined Statistical Area (CSA) (HD2019)","172","Charlotte-Concord, NC-SC"
"Combined Statistical Area (CSA) (HD2019)","174","Chattanooga-Cleveland-Dalton, TN-GA"
"Combined Statistical Area (CSA) (HD2019)","176","Chicago-Naperville, IL-IN-WI"
"Combined Statistical Area (CSA) (HD2019)","178","Cincinnati-Wilmington-Maysville, OH-KY-IN"
"Combined Statistical Area (CSA) (HD2019)","184","Cleveland-Akron-Canton, OH"
"Combined Statistical Area (CSA) (HD2019)","185","Cleveland-Indianola, MS"
"Combined Statistical Area (CSA) (HD2019)","188","Clovis-Portales, NM"
"Combined Statistical Area (CSA) (HD2019)","190","Columbia-Moberly-Mexico, MO"
"Combined Statistical Area (CSA) (HD2019)","192","Columbia-Orangeburg-Newberry, SC"
"Combined Statistical Area (CSA) (HD2019)","194","Columbus-Auburn-Opelika, GA-AL"
"Combined Statistical Area (CSA) (HD2019)","198","Columbus-Marion-Zanesville, OH"
"Combined Statistical Area (CSA) (HD2019)","200","Columbus-West Point, MS"
"Combined Statistical Area (CSA) (HD2019)","204","Corpus Christi-Kingsville-Alice, TX"
"Combined Statistical Area (CSA) (HD2019)","206","Dallas-Fort Worth, TX-OK"
"Combined Statistical Area (CSA) (HD2019)","209","Davenport-Moline, IA-IL"
"Combined Statistical Area (CSA) (HD2019)","212","Dayton-Springfield-Kettering, OH"
"Combined Statistical Area (CSA) (HD2019)","216","Denver-Aurora, CO"
"Combined Statistical Area (CSA) (HD2019)","218","Des Moines-Ames-West Des Moines, IA"
"Combined Statistical Area (CSA) (HD2019)","220","Detroit-Warren-Ann Arbor, MI"
"Combined Statistical Area (CSA) (HD2019)","221","Dixon-Sterling, IL"
"Combined Statistical Area (CSA) (HD2019)","222","Dothan-Ozark, AL"
"Combined Statistical Area (CSA) (HD2019)","232","Eau Claire-Menomonie, WI"
"Combined Statistical Area (CSA) (HD2019)","233","Edwards-Glenwood Springs, CO"
"Combined Statistical Area (CSA) (HD2019)","236","Elmira-Corning, NY"
"Combined Statistical Area (CSA) (HD2019)","238","El Paso-Las Cruces, TX-NM"
"Combined Statistical Area (CSA) (HD2019)","240","Erie-Meadville, PA"
"Combined Statistical Area (CSA) (HD2019)","244","Fargo-Wahpeton, ND-MN"
"Combined Statistical Area (CSA) (HD2019)","246","Fayetteville-Sanford-Lumberton, NC"
"Combined Statistical Area (CSA) (HD2019)","258","Fort Wayne-Huntington-Auburn, IN"
"Combined Statistical Area (CSA) (HD2019)","260","Fresno-Madera-Hanford, CA"
"Combined Statistical Area (CSA) (HD2019)","264","Gainesville-Lake City, FL"
"Combined Statistical Area (CSA) (HD2019)","266","Grand Rapids-Kentwood-Muskegon, MI"
"Combined Statistical Area (CSA) (HD2019)","267","Green Bay-Shawano, WI"
"Combined Statistical Area (CSA) (HD2019)","268","Greensboro--Winston-Salem--High Point, NC"
"Combined Statistical Area (CSA) (HD2019)","272","Greenville-Kinston-Washington, NC"
"Combined Statistical Area (CSA) (HD2019)","273","Greenville-Spartanburg-Anderson, SC"
"Combined Statistical Area (CSA) (HD2019)","276","Harrisburg-York-Lebanon, PA"
"Combined Statistical Area (CSA) (HD2019)","277","Harrisonburg-Staunton, VA"
"Combined Statistical Area (CSA) (HD2019)","278","Hartford-East Hartford, CT"
"Combined Statistical Area (CSA) (HD2019)","279","Hattiesburg-Laurel, MS"
"Combined Statistical Area (CSA) (HD2019)","284","Hot Springs-Malvern, AR"
"Combined Statistical Area (CSA) (HD2019)","288","Houston-The Woodlands, TX"
"Combined Statistical Area (CSA) (HD2019)","290","Huntsville-Decatur, AL"
"Combined Statistical Area (CSA) (HD2019)","292","Idaho Falls-Rexburg-Blackfoot, ID"
"Combined Statistical Area (CSA) (HD2019)","294","Indianapolis-Carmel-Muncie, IN"
"Combined Statistical Area (CSA) (HD2019)","296","Ithaca-Cortland, NY"
"Combined Statistical Area (CSA) (HD2019)","297","Jackson-Brownsville, TN"
"Combined Statistical Area (CSA) (HD2019)","298","Jackson-Vicksburg-Brookhaven, MS"
"Combined Statistical Area (CSA) (HD2019)","300","Jacksonville-St. Marys-Palatka, FL-GA"
"Combined Statistical Area (CSA) (HD2019)","304","Johnson City-Kingsport-Bristol, TN-VA"
"Combined Statistical Area (CSA) (HD2019)","306","Johnstown-Somerset, PA"
"Combined Statistical Area (CSA) (HD2019)","308","Jonesboro-Paragould, AR"
"Combined Statistical Area (CSA) (HD2019)","309","Joplin-Miami, MO-OK"
"Combined Statistical Area (CSA) (HD2019)","310","Kalamazoo-Battle Creek-Portage, MI"
"Combined Statistical Area (CSA) (HD2019)","312","Kansas City-Overland Park-Kansas City, MO-KS"
"Combined Statistical Area (CSA) (HD2019)","313","Kennewick-Richland-Walla Walla, WA"
"Combined Statistical Area (CSA) (HD2019)","314","Kerrville-Fredericksburg, TX"
"Combined Statistical Area (CSA) (HD2019)","315","Knoxville-Morristown-Sevierville, TN"
"Combined Statistical Area (CSA) (HD2019)","316","Kokomo-Peru, IN"
"Combined Statistical Area (CSA) (HD2019)","318","Lafayette-Opelousas-Morgan City, LA"
"Combined Statistical Area (CSA) (HD2019)","320","Lafayette-West Lafayette-Frankfort, IN"
"Combined Statistical Area (CSA) (HD2019)","324","Lake Charles-Jennings, LA"
"Combined Statistical Area (CSA) (HD2019)","332","Las Vegas-Henderson, NV"
"Combined Statistical Area (CSA) (HD2019)","336","Lexington-Fayette--Richmond--Frankfort, KY"
"Combined Statistical Area (CSA) (HD2019)","338","Lima-Van Wert-Celina, OH"
"Combined Statistical Area (CSA) (HD2019)","339","Lincoln-Beatrice, NE"
"Combined Statistical Area (CSA) (HD2019)","340","Little Rock-North Little Rock, AR"
"Combined Statistical Area (CSA) (HD2019)","348","Los Angeles-Long Beach, CA"
"Combined Statistical Area (CSA) (HD2019)","350","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
"Combined Statistical Area (CSA) (HD2019)","352","Lubbock-Plainview-Levelland, TX"
"Combined Statistical Area (CSA) (HD2019)","356","Macon-Bibb County--Warner Robins, GA"
"Combined Statistical Area (CSA) (HD2019)","357","Madison-Janesville-Beloit, WI"
"Combined Statistical Area (CSA) (HD2019)","359","Mankato-New Ulm, MN"
"Combined Statistical Area (CSA) (HD2019)","360","Mansfield-Ashland-Bucyrus, OH"
"Combined Statistical Area (CSA) (HD2019)","362","Martin-Union City, TN"
"Combined Statistical Area (CSA) (HD2019)","364","MayagÃ¼ez-San GermÃ¡n, PR"
"Combined Statistical Area (CSA) (HD2019)","365","McAllen-Edinburg, TX"
"Combined Statistical Area (CSA) (HD2019)","366","Medford-Grants Pass, OR"
"Combined Statistical Area (CSA) (HD2019)","368","Memphis-Forrest City, TN-MS-AR"
"Combined Statistical Area (CSA) (HD2019)","370","Miami-Port St. Lucie-Fort Lauderdale, FL"
"Combined Statistical Area (CSA) (HD2019)","372","Midland-Odessa, TX"
"Combined Statistical Area (CSA) (HD2019)","376","Milwaukee-Racine-Waukesha, WI"
"Combined Statistical Area (CSA) (HD2019)","378","Minneapolis-St. Paul, MN-WI"
"Combined Statistical Area (CSA) (HD2019)","380","Mobile-Daphne-Fairhope, AL"
"Combined Statistical Area (CSA) (HD2019)","384","Monroe-Ruston, LA"
"Combined Statistical Area (CSA) (HD2019)","388","Montgomery-Selma-Alexander City, AL"
"Combined Statistical Area (CSA) (HD2019)","390","Morgantown-Fairmont, WV"
"Combined Statistical Area (CSA) (HD2019)","393","Moses Lake-Othello, WA"
"Combined Statistical Area (CSA) (HD2019)","394","Mount Pleasant-Alma, MI"
"Combined Statistical Area (CSA) (HD2019)","396","Myrtle Beach-Conway, SC-NC"
"Combined Statistical Area (CSA) (HD2019)","400","Nashville-Davidson--Murfreesboro, TN"
"Combined Statistical Area (CSA) (HD2019)","404","New Bern-Morehead City, NC"
"Combined Statistical Area (CSA) (HD2019)","406","New Orleans-Metairie-Hammond, LA-MS"
"Combined Statistical Area (CSA) (HD2019)","408","New York-Newark, NY-NJ-CT-PA"
"Combined Statistical Area (CSA) (HD2019)","412","North Port-Sarasota, FL"
"Combined Statistical Area (CSA) (HD2019)","416","Oklahoma City-Shawnee, OK"
"Combined Statistical Area (CSA) (HD2019)","420","Omaha-Council Bluffs-Fremont, NE-IA"
"Combined Statistical Area (CSA) (HD2019)","422","Orlando-Lakeland-Deltona, FL"
"Combined Statistical Area (CSA) (HD2019)","424","Paducah-Mayfield, KY-IL"
"Combined Statistical Area (CSA) (HD2019)","425","Parkersburg-Marietta-Vienna, WV-OH"
"Combined Statistical Area (CSA) (HD2019)","426","Pensacola-Ferry Pass, FL-AL"
"Combined Statistical Area (CSA) (HD2019)","428","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
"Combined Statistical Area (CSA) (HD2019)","429","Phoenix-Mesa, AZ"
"Combined Statistical Area (CSA) (HD2019)","430","Pittsburgh-New Castle-Weirton, PA-OH-WV"
"Combined Statistical Area (CSA) (HD2019)","434","Ponce-Yauco-Coamo, PR"
"Combined Statistical Area (CSA) (HD2019)","438","Portland-Lewiston-South Portland, ME"
"Combined Statistical Area (CSA) (HD2019)","440","Portland-Vancouver-Salem, OR-WA"
"Combined Statistical Area (CSA) (HD2019)","444","Pueblo-CaÃ±on City, CO"
"Combined Statistical Area (CSA) (HD2019)","446","Pullman-Moscow, WA-ID"
"Combined Statistical Area (CSA) (HD2019)","448","Quincy-Hannibal, IL-MO"
"Combined Statistical Area (CSA) (HD2019)","450","Raleigh-Durham-Cary, NC"
"Combined Statistical Area (CSA) (HD2019)","452","Rapid City-Spearfish, SD"
"Combined Statistical Area (CSA) (HD2019)","454","Redding-Red Bluff, CA"
"Combined Statistical Area (CSA) (HD2019)","456","Reno-Carson City-Fernley, NV"
"Combined Statistical Area (CSA) (HD2019)","458","Richmond-Connersville, IN"
"Combined Statistical Area (CSA) (HD2019)","462","Rochester-Austin, MN"
"Combined Statistical Area (CSA) (HD2019)","464","Rochester-Batavia-Seneca Falls, NY"
"Combined Statistical Area (CSA) (HD2019)","466","Rockford-Freeport-Rochelle, IL"
"Combined Statistical Area (CSA) (HD2019)","468","Rocky Mount-Wilson-Roanoke Rapids, NC"
"Combined Statistical Area (CSA) (HD2019)","472","Sacramento-Roseville, CA"
"Combined Statistical Area (CSA) (HD2019)","474","Saginaw-Midland-Bay City, MI"
"Combined Statistical Area (CSA) (HD2019)","476","St. Louis-St. Charles-Farmington, MO-IL"
"Combined Statistical Area (CSA) (HD2019)","480","Salisbury-Cambridge, MD-DE"
"Combined Statistical Area (CSA) (HD2019)","482","Salt Lake City-Provo-Orem, UT"
"Combined Statistical Area (CSA) (HD2019)","484","San Antonio-New Braunfels-Pearsall, TX"
"Combined Statistical Area (CSA) (HD2019)","488","San Jose-San Francisco-Oakland, CA"
"Combined Statistical Area (CSA) (HD2019)","490","San Juan-BayamÃ³n, PR"
"Combined Statistical Area (CSA) (HD2019)","496","Savannah-Hinesville-Statesboro, GA"
"Combined Statistical Area (CSA) (HD2019)","497","Scottsboro-Fort Payne, AL"
"Combined Statistical Area (CSA) (HD2019)","500","Seattle-Tacoma, WA"
"Combined Statistical Area (CSA) (HD2019)","508","Shreveport-Bossier City-Minden, LA"
"Combined Statistical Area (CSA) (HD2019)","515","South Bend-Elkhart-Mishawaka, IN-MI"
"Combined Statistical Area (CSA) (HD2019)","517","Spencer-Spirit Lake, IA"
"Combined Statistical Area (CSA) (HD2019)","518","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
