"","Name","City","State","Sector","Level of institution","Historically Black College or University","Tribal college","Undergraduate enrollment","Grad enrollment","Yield","Admission","Graduation","First year retention","Walkability","Undergrads per tenure-track professor","Undergrads per instructor","URL","Tuition and fees as a percent of core revenues","Endowment assets per FTE","Average net price-students awarded grant or scholarship aid","Liquor discipline per student (3 yr avg)","Liquor arrest per student (3 yr avg)","Drug discipline per student (3 yr avg)","Drug arrest per student (3 yr avg)","Weapon discipline per student (3 yr avg)","Weapon arrest per student (3 yr avg)","Reported rape per student (3 yr avg)","Reported fondling per student (3 yr avg)","Number of physical books","Number of physical media","Number of digital/electronic books","Total library circulations (physical and digital/electronic)","Average library loans (physical) per student or faculty member","Average library loans (physical + digital) per student or faculty member","Warmest month max temp (F)","Coldest month min temp (F)","Annual precipitation (inches)","biome","Covid vax (employees)","Covid vax (students)","Abortion","Gun law stringency","Proportion of reps voting in favor of respect for right to contraception act","Proportion of reps voting in favor of respect for marriage act"
"454","Master's University and Seminary (Santa Clarita, CA)","Santa Clarita","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",902,150,0.45,0.67,0.7,0.86,0.69,Inf,14.5,"Master'sUniversityandSeminary.html",61,14987,29567,0.000316856780735108,0,0,0,0.000316856780735108,0,0,0.00158428390367554,"213667","3499","367075","46849",29.2,42.1,90,38.1,17.1,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"455","University of the Ozarks (Clarksville, AR)","Clarksville","AR","Private not-for-profit, 4-year or above","Four or more years","No","No",813,0,0.22,0.5,0.53,0.67,NA,20.8,16.3,"UniversityoftheOzarks.html",39,131807,16009,0.022140221402214,0,0.013530135301353,0.000410004100041,0.000820008200082001,0,0.001640016400164,0.000410004100041,"161621","3617","0","7670",5.2,8.9,92.8,24.6,46.1,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0,0
"456","Millsaps College (Jackson, MS)","Jackson","MS","Private not-for-profit, 4-year or above","Four or more years","No","No",768,27,0.06,0.69,0.72,0.75,0.35,11.3,9.6,"MillsapsCollege.html",39,92522,24263,0.0125786163522013,0.00125786163522013,0.0138364779874214,0.000838574423480084,0,0,0.00167714884696017,0,"170790","9679","201500","56574",4.6,64.7,91.8,34.2,51.8,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.25,0.25
"457","Ouachita Baptist University (Arkadelphia, AR)","Arkadelphia","AR","Private not-for-profit, 4-year or above","Four or more years","No","No",1506,0,0.28,0.61,0.63,0.79,0.28,17.5,14.6,"OuachitaBaptistUniversity.html",45,73742,20534,0.0126162018592297,0.000442673749446658,0.00420540061974325,0.00265604249667995,0,0,0.000221336874723329,0,"155577","7628","12910","100321",12.3,62.3,92.7,29.5,53.4,"Temperate Conifer Forests","No","No","Prohibited","F",0,0
"458","Ursinus College (Collegeville, PA)","Collegeville","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",1457,0,0.15,0.79,0.81,0.87,0.66,14.9,11.7,"UrsinusCollege.html",60,95819,31400,0.0480439258750858,0.0038892701898879,0.018760009151224,0.000915122397620682,0,0,0.00320292839167239,0.00343170899107756,"148350","5197","445131","50635",3.6,32,84.9,20.1,43.5,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","B-",0.555555555555556,0.666666666666667
"459","Bennett College (Greensboro, NC)","Greensboro","NC","Private not-for-profit, 4-year or above","Four or more years","Yes","No",302,0,0.03,0.59,0.63,0.5,0.35,11.2,8.4,"BennettCollege.html",8,29040,20062,0,0,0,0,0,0,0,0,"70158","2272","214329","40033",1.9,118.4,88,27.9,44.6,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","C-",0.384615384615385,0.384615384615385
"460","Point Loma Nazarene University (San Diego, CA)","San Diego","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",2611,511,0.25,0.74,0.75,0.88,0.64,19.5,17.5,"PointLomaNazareneUniversity.html",87,14951,34644,0.0076873798846893,0,0.000854153320521034,0,0,0,0,0.000106769165065129,"119487","7502","193974","28910",3.6,8.8,75.9,47.1,10.4,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"461","Johnson C Smith University (Charlotte, NC)","Charlotte","NC","Private not-for-profit, 4-year or above","Four or more years","Yes","No",1359,52,0.11,0.47,0.49,0.66,0.38,24.7,15.8,"JohnsonCSmithUniversity.html",50,43474,20468,0.00141743444365698,0,0.0316560359083392,0.00259862981337113,0.000944956295771321,0.00118119536971415,0.00047247814788566,0,"107728","2022","214702","153171",6.3,102.3,89.2,29.5,45.2,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","C-",0.384615384615385,0.384615384615385
"462","Fresno Pacific University (Fresno, CA)","Fresno","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",2442,545,0.28,0.66,0.67,0.74,0.61,29.8,23,"FresnoPacificUniversity.html",93,4648,18728,0.00212029907376409,0,0.00033478406427854,0,0,0,0,0.000111594688092847,"140003","5385","221413","154116",3.5,49.8,97.9,36.3,10.9,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","A",0.792452830188679,0.886792452830189
"463","Eastern Illinois University (Charleston, IL)","Charleston","IL","Public, 4-year or above","Four or more years","No","No",3990,671,0.2,0.53,0.53,0.73,0.33,15.8,10.8,"EasternIllinoisUniversity.html",24,9998,13551,0.00922548809268397,0,0.00350425516698849,0.000143030823142387,0,7.15154115711936e-05,0.0010727311735679,0.000214546234713581,"932870","143488","272500","368236",12.7,73.2,86.9,17.6,39.6,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"464","Columbia International University (Columbia, SC)","Columbia","SC","Private not-for-profit, 4-year or above","Four or more years","No","No",551,223,0.82,0.48,0.51,0.69,0.39,Inf,14.5,"ColumbiaInternationalUniversity.html",54,4916,18651,0,0,0,0,0,0,0.000430663221360896,0,"78053","2300","366520","101972",14.8,125.6,91.4,32.2,47.1,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.285714285714286,0.428571428571429
"465","Webster University (Saint Louis, MO)","Saint Louis","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",2170,1722,0.33,0.57,0.58,0.79,0.51,12.2,11.2,"WebsterUniversity.html",94,16703,23548,0.00411099691675231,0,0.00214114422747516,0.00025693730729702,0.00025693730729702,0,0.000428228845495033,0.00025693730729702,"154919","28237","33541","37729",5,9.2,89.6,19.8,38.5,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Prohibited","F",0.25,0.375
"466","Central College (Pella, IA)","Pella","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",1120,0,0.19,0.65,0.67,0.82,0.32,13.8,11.5,"CentralCollege.html",54,72828,21690,0.119345238095238,0,0.00148809523809524,0.00178571428571429,0,0,0.00446428571428571,0.00208333333333333,"107895","2548","7504","20389",15,16.8,86.2,10.4,36.5,"Temperate Grasslands, Savannas & Shrublands","No","No","Functional ban","F",0.25,0.75
"467","Seton Hall University (South Orange, NJ)","South Orange","NJ","Private not-for-profit, 4-year or above","Four or more years","No","No",5782,1809,0.11,0.74,0.73,0.83,0.66,20.2,11.7,"SetonHallUniversity.html",82,37737,33652,0.013919992974136,0,0.0071136872612304,0,0.000131734949282045,0,0.00057085144688886,0.000263469898564089,"453278","31611","1103936","556044",5.1,68.8,84.9,20.3,48.4,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A",0.833333333333333,0.916666666666667
"468","Abilene Christian University (Abilene, TX)","Abilene","TX","Private not-for-profit, 4-year or above","Four or more years","No","No",3352,387,0.13,0.61,0.61,0.79,0.38,19.3,12.6,"AbileneChristianUniversity.html",57,91037,28725,0.000802353570473389,0.00285281269501649,0,0.000980654363911919,0,0,0.000534902380315592,0.000267451190157796,"532096","138299","489972","45637",4.7,11.4,95.2,31.8,24.7,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"469","University of Puerto Rico-Arecibo (Arecibo, PR)","Arecibo","PR","Public, 4-year or above","Four or more years","No","No",3301,0,0.78,0.5,0.5,0.82,0.16,24.8,19.4,"UniversityofPuertoRico-Arecibo.html",6,NA,10366,0,0,0,0,0,0,0,0,"86742","1222","198045","1556",0.2,0.4,90.1,64.8,54,"Tropical & Subtropical Moist Broadleaf Forests","No","No",NA,NA,NA,NA
"470","Adelphi University (Garden City, NY)","Garden City","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",5063,1450,0.11,0.74,0.73,0.79,0.66,16.9,14,"AdelphiUniversity.html",89,24142,29821,0.00829111008751727,0,0.00383847689236911,0,5.11796918982548e-05,0,0,5.11796918982548e-05,"434507","5261","272478","296703",2.9,43.2,82.9,24.8,42.9,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",0.76,0.96
"471","Friends University (Wichita, KS)","Wichita","KS","Private not-for-profit, 4-year or above","Four or more years","No","No",860,149,0.31,0.46,0.48,0.69,0.52,15.6,14.3,"FriendsUniversity.html",70,35097,21609,0.007598282127519,0,0.00925008259002313,0,0.000330360092500826,0,0.000330360092500826,0.000330360092500826,"90464","9827","182096","21711",5.9,20.3,92.7,20.3,30.8,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","F",0.25,0.25
"472","Miami University-Oxford (Oxford, OH)","Oxford","OH","Public, 4-year or above","Four or more years","No","No",16682,1015,0.19,0.85,0.81,0.89,0.47,26.5,17,"MiamiUniversity-Oxford.html",66,27896,24345,0.0249006422934207,0.00470889604641088,0.00614040044451979,0.00133732647718069,0,3.7671168371287e-05,0.00118664180369554,0.000395547267898514,"1278669","46100","586955","1069706",2.7,57.3,85.6,17.8,40.8,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"473","Appalachian State University (Boone, NC)","Boone","NC","Public, 4-year or above","Four or more years","No","No",16622,872,0.27,0.77,0.73,0.88,0.34,22.3,16.4,"AppalachianStateUniversity.html",34,7020,10687,0.0114134369879197,0.005506649899013,0.0054685415952136,0.00323920582294882,0.000381083037993979,0.000209595670896688,0.000266758126595785,0.000266758126595785,"600977","112617","1030614","249995",3.3,13.5,79,21.2,55.7,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C-",0.384615384615385,0.384615384615385
"474","Carroll University (Waukesha, WI)","Waukesha","WI","Private not-for-profit, 4-year or above","Four or more years","No","No",2767,350,0.26,0.67,0.67,0.83,0.64,44.6,19.9,"CarrollUniversity.html",76,21644,24094,0.0414928884611271,0.000106940434178163,0.0109079242861726,0.00106940434178163,0.000106940434178163,0.000106940434178163,0.00128328521013795,0.000641642605068977,"80659","3379","163224","14919",2.1,4.6,82.8,9.7,32.5,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","C-",0.375,0.5
"475","Goshen College (Goshen, IN)","Goshen","IN","Private not-for-profit, 4-year or above","Four or more years","No","No",751,18,0.19,0.63,0.65,0.76,0.36,20.3,12.5,"GoshenCollege.html",51,128120,17679,0.0216731686172518,0,0.00260078023407022,0,0,0.000433463372345037,0.00173385348938015,0.00303424360641526,"188371","5001","243626","18750",6.8,22.6,83.7,14.7,36.9,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","D-",0.222222222222222,0.222222222222222
"476","Saint Vincent College (Latrobe, PA)","Latrobe","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",1491,91,0.26,0.68,0.69,0.81,0.52,19.4,13.9,"SaintVincentCollege.html",54,58489,21169,0.0478297513695744,0,0.0134850400337126,0.000210703750526759,0,0,0.0010535187526338,0.000632111251580278,"227100","6036","4","3638",1.8,2.2,83.5,16.9,41.5,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"477","SUNY Maritime College (Throggs Neck, NY)","Throggs Neck","NY","Public, 4-year or above","Four or more years","No","No",1474,84,0.35,0.74,0.75,0.78,0.66,25.4,16,"SUNYMaritimeCollege.html",29,4042,18496,0.00706033376123235,0,0.00363714163457424,0,0.00106974753958066,0,0.00149764655541292,0.000641848523748395,"39947","1403","84851","4907",1.8,3,NA,NA,NA,NA,"Yes","Yes","Legal","A-",0.76,0.96
"478","Meredith College (Raleigh, NC)","Raleigh","NC","Private not-for-profit, 4-year or above","Four or more years","No","No",1464,121,0.3,0.65,0.66,0.81,0.43,14.2,11.3,"MeredithCollege.html",72,66381,25357,0.016403785488959,0,0.00189274447949527,0,0,0,0.000841219768664564,0,"153706","10628","279315","31517",7,18.4,88.7,28.9,45.2,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C-",0.384615384615385,0.384615384615385
"479","Albion College (Albion, MI)","Albion","MI","Private not-for-profit, 4-year or above","Four or more years","No","No",1455,0,0.15,0.69,0.7,0.8,0.31,14.1,12.7,"AlbionCollege.html",41,109463,19557,0.015807560137457,0,0.0231386025200458,0,0.000229095074455899,0,0.00366552119129439,0.00297823596792669,"295845","4402","445702","39496",6.4,25.2,82.4,14,33.8,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C+",0.571428571428571,0.642857142857143
"480","University of Redlands (Redlands, CA)","Redlands","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",2650,1460,0.2,0.76,0.76,0.85,0.58,15.6,12.2,"UniversityofRedlands.html",72,42138,30240,0.0250608272506083,0,0.0148418491484185,0.00016220600162206,0.00048661800486618,8.110300081103e-05,0.00089213300892133,0.00137875101378751,"198080","16635","69086","23114",2.2,5.3,95.9,38.5,12.6,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"481","University of Minnesota-Morris (Morris, MN)","Morris","MN","Public, 4-year or above","Four or more years","No","No",1368,0,0.17,0.57,0.58,0.79,NA,15.2,14.6,"UniversityofMinnesota-Morris.html",13,10966,11147,0.0017056530214425,0.00901559454191033,0.000730994152046784,0.00511695906432749,0,0,0.0017056530214425,0,"232131","6107","764113","262544",7.3,179.6,82.4,-1.1,22.7,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","C+",0.571428571428571,0.714285714285714
"482","Bellarmine University (Louisville, KY)","Louisville","KY","Private not-for-profit, 4-year or above","Four or more years","No","No",2416,356,0.19,0.66,0.66,0.8,0.5,18.6,13.7,"BellarmineUniversity.html",88,19549,24425,0.015031265031265,0,0.00228475228475228,0.00012025012025012,0.00012025012025012,0,0.000481000481000481,0,"104478","5111","311091","22683",2.5,7.7,88,23.2,44.8,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Prohibited","F",0.166666666666667,0.166666666666667
"483","Le Moyne College (Syracuse, NY)","Syracuse","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",2392,292,0.12,0.74,0.74,0.87,0.57,18.1,13.5,"LeMoyneCollege.html",77,59953,23937,0.0443368107302534,0,0.00645802285146547,0,0.000124192747143567,0,0.000993541977148535,0.000496770988574267,"190198","8779","228586","78794",4.3,27.5,81.1,14,40.4,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",0.76,0.96
"484","Concordia University-Wisconsin (Mequon, WI)","Mequon","WI","Private not-for-profit, 4-year or above","Four or more years","No","No",2318,1197,0.24,0.64,0.64,0.81,0.64,Inf,9.8,"ConcordiaUniversity-Wisconsin.html",89,14883,24569,0.0289236605026079,0,0.00265528686581318,0.0018018018018018,0,9.48316737790422e-05,0.000474158368895211,0.000189663347558084,"109092","5631","403522","289037",2.5,77,80.1,11.1,31.4,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","C-",0.375,0.5
"485","Catawba College (Salisbury, NC)","Salisbury","NC","Private not-for-profit, 4-year or above","Four or more years","No","No",1222,0,0.21,0.5,0.51,0.72,0.38,18.8,14.7,"CatawbaCollege.html",43,53943,18657,0.00463720676486634,0.00627386797599563,0.00190943807965085,0.000818330605564648,0.000545553737043099,0.000272776868521549,0.000272776868521549,0,"134563","1818","249329","6064",2.2,4.6,89.4,27.5,44.3,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C-",0.384615384615385,0.384615384615385
"486","Tuskegee University (Tuskegee, AL)","Tuskegee","AL","Private not-for-profit, 4-year or above","Four or more years","Yes","No",2254,432,0.09,0.52,0.52,0.74,NA,12.8,9.6,"TuskegeeUniversity.html",41,39449,36528,0.00285430627947381,0,0.00744601638123604,0.000496401092082403,0.000248200546041201,0.000248200546041201,0.000496401092082403,0.000248200546041201,"376612","1577","2623","4944",1.7,1.7,90.3,33.6,54.8,"Temperate Broadleaf & Mixed Forests","No","Yes","Prohibited","F",0.142857142857143,0.142857142857143
"487","Belhaven University (Jackson, MS)","Jackson","MS","Private not-for-profit, 4-year or above","Four or more years","No","No",1199,268,0.24,0.49,0.5,0.64,0.35,17.4,14.6,"BelhavenUniversity.html",90,1970,18324,0,0,0,0,0,0,0,0,"40084","2310","68382","13048",2.4,8.4,91.9,34.2,51.9,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.25,0.25
"488","Susquehanna University (Selinsgrove, PA)","Selinsgrove","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",2199,1,0.15,0.72,0.72,0.87,0.31,17.6,15.9,"SusquehannaUniversity.html",71,70351,26597,0.0484848484848485,0.005,0.00878787878787879,0.0192424242424242,0.000151515151515152,0,0.00242424242424242,0.00318181818181818,"162637","8199","762955","168916",2.2,72.2,84.4,18.1,40.9,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","B-",0.555555555555556,0.666666666666667
"489","School of Visual Arts (New York, NY)","New York","NY","Private for-profit, 4-year or above","Four or more years","No","No",3784,609,0.32,0.71,0.7,0.87,0.66,Inf,8.5,"SchoolofVisualArts.html",99,NA,53227,0.00417330601714849,0,0.00280749677517262,0,7.58782912208817e-05,0,0.000151756582441763,0.000151756582441763,"86141","14812","197348","34906",4.9,7.2,84.6,24.4,44.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"490","Hendrix College (Conway, AR)","Conway","AR","Private not-for-profit, 4-year or above","Four or more years","No","No",1101,10,0.25,0.7,0.71,0.89,0.39,12.2,10.6,"HendrixCollege.html",69,152530,20778,0.0198019801980198,0.0018001800180018,0.0285028502850285,0.0006000600060006,0.0009000900090009,0,0.0054005400540054,0.0036003600360036,"197801","4753","40428","15024",8.8,12.4,92.7,27.5,49.4,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0,0
"491","Franciscan University of Steubenville (Steubenville, OH)","Steubenville","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",2063,137,0.33,0.77,0.77,0.88,0.29,21.1,16,"FranciscanUniversityofSteubenville.html",74,23428,25175,0.0263636363636364,0,0.00378787878787879,0.000454545454545455,0,0,0.00106060606060606,0.00272727272727273,"137572","3273","356026","38205",7.1,16.4,83.7,18,38.3,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"492","Dominican University (River Forest, IL)","River Forest","IL","Private not-for-profit, 4-year or above","Four or more years","No","No",2011,319,0.13,0.64,0.64,0.77,0.64,17,13,"DominicanUniversity.html",76,13434,18685,0.00901287553648069,0,0.00929899856938484,0.000286123032904149,0.000143061516452074,0,0.000858369098712446,0.000572246065808298,"208632","2184","24977","113595",2.1,45.7,83.7,14.7,36.2,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"493","Arcadia University (Glenside, PA)","Glenside","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",1929,479,0.08,0.66,0.66,0.8,0.66,17.5,10.9,"ArcadiaUniversity.html",58,18396,29576,0.00761351052048726,0.000276854928017719,0.00899778516057586,0.000415282392026578,0,0.000138427464008859,0.00207641196013289,0.00263012181616833,"108000","1250","2400","18442",1.5,7.1,85.5,22.3,45,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B-",0.555555555555556,0.666666666666667
"494","Inter American University of Puerto Rico-San German (San German, PR)","San German","PR","Private not-for-profit, 4-year or above","Four or more years","No","No",3337,406,0.98,0.44,0.43,0.8,NA,36.3,34.8,"InterAmericanUniversityofPuertoRico-SanGerman.html",86,NA,8422,0,0,0,0,0,0,0,0,"124761","6182","36533","27749",1.4,7.2,89.8,62.8,59.5,"Tropical & Subtropical Moist Broadleaf Forests","No","Yes",NA,NA,NA,NA
"495","University of West Alabama (Livingston, AL)","Livingston","AL","Public, 4-year or above","Four or more years","No","No",1883,3282,0.12,0.35,0.35,0.67,NA,23.5,16.2,"UniversityofWestAlabama.html",54,100,15685,0.0016134236850597,0,0.00109712810584059,0.000322684737011939,6.45369474023879e-05,0,6.45369474023879e-05,0.000129073894804776,"209776","2229","2121","3535",0.6,0.7,92.1,32.4,56.1,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.142857142857143,0.142857142857143
"496","Calvin University (Grand Rapids, MI)","Grand Rapids","MI","Private not-for-profit, 4-year or above","Four or more years","No","No",3234,59,0.3,0.77,0.76,0.85,0.41,15.5,14.5,"CalvinUniversity.html",57,45795,26482,0.00587103957890475,0.000303674460977832,0.00101224820325944,0,0,0,0.000911023382933495,0.00151837230488916,"528095","101496","552442","331097",10.4,94.2,82.6,14.7,35.4,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C+",0.571428571428571,0.642857142857143
"497","Rochester Institute of Technology (Rochester, NY)","Rochester","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",12254,2339,0.19,0.71,0.67,0.88,0.52,17.7,11.7,"RochesterInstituteofTechnology.html",56,70096,36514,0.00637291852257932,0,0.00459124237648187,0.000159894013111309,6.85260056191325e-05,0,0.000913680074921766,0.000433998035587839,"319213","63563","374271","361854",1.9,23.1,82,16,31.7,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",0.76,0.96
"498","Earlham College (Richmond, IN)","Richmond","IN","Private not-for-profit, 4-year or above","Four or more years","No","No",919,31,0.13,0.63,0.64,0.8,0.32,10.7,7.4,"EarlhamCollege.html",29,379045,24474,0.032280701754386,0,0.0263157894736842,0.000350877192982456,0,0,0.00140350877192982,0.00105263157894737,"331616","171309","664964","25300",13,23.5,84.7,16.2,39.8,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","D-",0.222222222222222,0.222222222222222
"499","University of California-Merced (Merced, CA)","Merced","CA","Public, 4-year or above","Four or more years","No","No",8080,694,0.12,0.72,0.69,0.85,0.59,28.9,19.9,"UniversityofCalifornia-Merced.html",15,1602,13578,0.011131372995973,0,0.0101815971430742,0.000227946204695692,3.79910341159486e-05,7.59820682318973e-05,0.000417901375275435,0.000531874477623281,"142067","3198","1957441","543748",2,59.2,96.4,36.3,13.4,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"500","Oklahoma State University-Main Campus (Stillwater, OK)","Stillwater","OK","Public, 4-year or above","Four or more years","No","No",17291,1593,0.39,0.7,0.65,0.83,0.39,20,13.9,"OklahomaStateUniversity-MainCampus.html",37,20091,14763,0.012497352255878,0.00210054367012639,0.000900233001482737,0.000970839511402951,0,5.2954882440161e-05,0.000706065099202146,0.000317729294640966,"1962644","221316","3419480","702986",13.8,34.9,94.1,23.7,34.3,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0,0
"501","Towson University (Towson, MD)","Towson","MD","Public, 4-year or above","Four or more years","No","No",17209,1017,0.29,0.76,0.71,0.86,0.58,28.3,18.5,"TowsonUniversity.html",38,4328,16082,0.00729726763963569,1.82888913274077e-05,7.31555653096309e-05,7.31555653096309e-05,1.82888913274077e-05,1.82888913274077e-05,0.000640111196459271,0.000274333369911116,"384697","24619","516920","458901",1.3,24,87.3,22.8,45,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.875,0.875
"502","Siena College (Loudonville, NY)","Loudonville","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",3081,73,0.13,0.81,0.8,0.86,0.53,17,14.4,"SienaCollege.html",69,43397,29625,0.0750369900655253,0,0.0180722891566265,0.00137391671950962,0,0.00010568590150074,0.00200803212851406,0.000951173113506658,"243227","5734","300197","18738",2.8,5.6,83.1,12.2,37.6,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"503","College of Saint Benedict (Saint Joseph, MN)","Saint Joseph","MN","Private not-for-profit, 4-year or above","Four or more years","No","No",1731,0,0.27,0.8,0.8,0.85,0.34,16.8,12.2,"CollegeofSaintBenedict.html",70,43493,27960,0.0516079337569805,0,0.0098209127671866,0,0,0,0.000770267668014635,0.000192566917003659,"193251","8160","584469","29558",7.4,15.8,83.3,-0.4,27.6,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C+",0.571428571428571,0.714285714285714
"504","Rutgers University-Newark (Newark, NJ)","Newark","NJ","Public, 4-year or above","Four or more years","No","No",7975,1966,0.14,0.72,0.69,0.83,0.66,19.9,13.8,"RutgersUniversity-Newark.html",51,13080,13832,3.35311672199309e-05,0,0.00251483754149482,0.00120712201991751,0,0.000469436341079033,0.00103946618381786,0.000536498675518895,"356223","114336","169367","49471",2.7,4.7,85.5,21.9,46.7,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A",0.833333333333333,0.916666666666667
"505","University of Cincinnati-Main Campus (Cincinnati, OH)","Cincinnati","OH","Public, 4-year or above","Four or more years","No","No",23712,5754,0.3,0.77,0.71,0.88,0.47,24.1,10.8,"UniversityofCincinnati-MainCampus.html",39,41404,22767,0.0140048417385009,0.000192312043258897,0.00239824430416978,0.000248874408923279,4.52498925315052e-05,1.13124731328763e-05,0.000452498925315052,0.000203624516391774,"2796160","78490","1868581","3402634",2.6,107.4,86,19.9,41.7,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"506","Wagner College (Staten Island, NY)","Staten Island","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",1677,158,0.21,0.71,0.71,0.8,0.66,19.7,15.7,"WagnerCollege.html",81,40838,31944,0.0150772025431426,0,0.0145322434150772,0,0,0,0.00036330608537693,0.000544959128065395,"63619","3321","184738","7932",3.7,4.1,83.5,22.6,47.3,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",0.76,0.96
"507","Farmingdale State College (Farmingdale, NY)","Farmingdale","NY","Public, 4-year or above","Four or more years","No","No",7785,21,0.39,0.55,0.52,0.8,0.66,34.3,29.4,"FarmingdaleStateCollege.html",29,753,7948,0.00448373046374584,0,0.00187889657528397,0.000256213169356905,0.000128106584678452,4.27021948928175e-05,0.000128106584678452,4.27021948928175e-05,"101078","533","201500","14387",1.8,1.8,82.6,23.7,44.3,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"508","Beis Medrash Heichal Dovid (Far Rockaway, NY)","Far Rockaway","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",130,12,0.87,0.78,0.81,0.89,0.66,Inf,Inf,"BeisMedrashHeichalDovid.html",59,NA,11989,0,0,0,0,0,0,0,0,"20150","0","0","31000",0,218.3,82.8,25.2,43.2,"Temperate Broadleaf & Mixed Forests","No","No","Legal","A-",0.76,0.96
"509","Saint Michael's College (Colchester, VT)","Colchester","VT","Private not-for-profit, 4-year or above","Four or more years","No","No",1558,62,0.12,0.83,0.83,0.83,0.45,15.4,12.4,"SaintMichael'sCollege.html",83,45054,31096,0.0425925925925926,0.000617283950617284,0.0127572016460905,0.000205761316872428,0,0,0.00185185185185185,0.000411522633744856,"233911","8790","273592","385748",8.5,220.9,81,7.7,34.4,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","C-",1,1
